year,season,date,watershed,block,plot,sppnum,taxa,cover,flowernum,notes
2023,late,8/2/2023,N1A,F,5,140,Vernonia baldwinii,2,,
2023,early,5/27/2023,N1A,F,6,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,F,6,043,Symphoricarpos orbiculatus,2,,
2023,early,5/27/2023,N1A,F,6,056,Asclepias viridis,3,,
2023,early,5/27/2023,N1A,F,6,070,Cirsium undulatum,5,,
2023,early,5/27/2023,N1A,F,6,103,Oxalis violacea,2,,
2023,early,5/27/2023,N1A,F,6,107,Dalea multiflora,9,,
2023,early,5/27/2023,N1A,F,6,111,Physalis pumila,3,,
2023,early,5/27/2023,N1A,F,6,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,F,6,143,Lespedeza violacea,10,,
2023,early,5/27/2023,N1A,F,6,148,Prunus americana,3,,
2023,early,5/27/2023,N1A,F,6,218,Tridens flavus,1,,
2023,early,5/27/2023,N1A,F,6,234,Rhus glabra,9,,
2023,early,5/27/2023,N1A,F,6,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,F,6,002,Andropogon gerardii,15,,F6 SW corner- post out
2023,late,8/2/2023,N1A,F,6,003,Schizachyrium scoparium,8,,
2023,late,8/2/2023,N1A,F,6,004,Bouteloua curtipendula,8,,
2023,late,8/2/2023,N1A,F,6,006,Bouteloua hirsuta,1,,
2023,late,8/2/2023,N1A,F,6,018,Sorghastrum nutans,30,,
2023,late,8/2/2023,N1A,F,6,043,Symphoricarpos orbiculatus,4,,
2023,late,8/2/2023,N1A,F,6,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,F,6,052,Artemesia ludoviciana,5,,
2023,late,8/2/2023,N1A,F,6,056,Asclepias viridis,2,,
2023,late,8/2/2023,N1A,F,6,072,Croton monanthogynus,2,,
2023,late,8/2/2023,N1A,F,6,107,Dalea multiflora,12,,
2023,late,8/2/2023,N1A,F,6,143,Lespedeza violacea,15,,
2023,late,8/2/2023,N1A,F,6,148,Prunus americana,3,,
2023,late,8/2/2023,N1A,F,6,218,Tridens flavus,4,,
2023,late,8/2/2023,N1A,F,6,234,Rhus glabra,16,,
2023,early,5/27/2023,N1A,G,1,109,Dalea purpurea,1,,
2023,early,5/27/2023,N1A,G,1,125,Sisyrinchium campestre,1,,Sissy camp
2023,early,5/27/2023,N1A,G,1,223,Stenaria nigricans,1,,
2023,late,8/2/2023,N1A,G,1,002,Andropogon gerardii,80,,
2023,late,8/2/2023,N1A,G,1,003,Schizachyrium scoparium,18,,
2023,late,8/2/2023,N1A,G,1,004,Bouteloua curtipendula,4,,
2023,late,8/2/2023,N1A,G,1,015,Panicum virgatum,1,,
2023,late,8/2/2023,N1A,G,1,018,Sorghastrum nutans,10,,
2023,late,8/2/2023,N1A,G,1,021,Sporobolus compositus (asper),1,,
2023,late,8/2/2023,N1A,G,1,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,G,1,107,Dalea multiflora,1,,
2023,late,8/2/2023,N1A,G,1,111,Physalis pumila,1,,
2023,late,8/2/2023,N1A,G,1,122,Mimosa (Schrankii) quadrivalvis,4,,
2023,late,8/2/2023,N1A,G,1,130,Solidago rigida,1,,
2023,late,8/2/2023,N1A,G,1,218,Tridens flavus,1,,
2023,late,8/2/2023,N1A,G,1,223,Stenaria nigricans,2,,
2023,early,5/27/2023,N1A,G,2,007,Bouteloua (Buchloe) dactyloides,2,,
2023,early,5/27/2023,N1A,G,2,061,Astragalus crassiparpus,1,,
2023,early,5/27/2023,N1A,G,2,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,G,2,109,Dalea purpurea,1,,
2023,early,5/27/2023,N1A,G,2,122,Mimosa (Schrankii) quadrivalvis,8,,
2023,early,5/27/2023,N1A,G,2,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,G,2,223,Stenaria nigricans,1,,
2023,early,5/27/2023,N1A,G,2,300,Euphorbia seedling,1,,seedling
2023,late,8/2/2023,N1A,G,2,002,Andropogon gerardii,55,,
2023,late,8/2/2023,N1A,G,2,003,Schizachyrium scoparium,40,,
2023,late,8/2/2023,N1A,G,2,004,Bouteloua curtipendula,15,,
2023,late,8/2/2023,N1A,G,2,018,Sorghastrum nutans,5,,
2023,late,8/2/2023,N1A,G,2,058,Symphyotrichym (Aster) ericoides,3,,
2023,late,8/2/2023,N1A,G,2,086,Brickelia (Kuhnia) eupatoroides,2,,
2023,late,8/2/2023,N1A,G,2,107,Dalea multiflora,3,,
2023,late,8/2/2023,N1A,G,2,122,Mimosa (Schrankii) quadrivalvis,13,,
2023,late,8/2/2023,N1A,G,2,223,Stenaria nigricans,1,,
2023,late,8/2/2023,N1A,G,2,62,Astragalus lotiflorus,1,,SK pic 8:58am
2023,early,5/27/2023,N1A,G,3,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,G,3,072,Croton monanthogynus,1,,
2023,early,5/27/2023,N1A,G,3,092,Linum sulcatum,1,,
2023,early,5/27/2023,N1A,G,3,093,Lithospermum incisum,1,,
2023,early,5/27/2023,N1A,G,3,114,Plantago rhodosperma,2,,
2023,early,5/27/2023,N1A,G,3,211,Ambrosia artemisiifolia,1,,
2023,early,5/27/2023,N1A,G,3,223,Stenaria nigricans,1,,
2023,early,5/27/2023,N1A,G,3,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,G,3,002,Andropogon gerardii,40,,
2023,late,8/2/2023,N1A,G,3,004,Bouteloua curtipendula,45,,
2023,late,8/2/2023,N1A,G,3,018,Sorghastrum nutans,2,,
2023,late,8/2/2023,N1A,G,3,046,Ambrosia psilostachya,2,,
2023,late,8/2/2023,N1A,G,3,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,G,3,072,Croton monanthogynus,8,,
2023,late,8/2/2023,N1A,G,3,138,Glandularia bipinnatifida,1,,
2023,late,8/2/2023,N1A,G,3,140,Vernonia baldwinii,10,,
2023,late,8/2/2023,N1A,G,3,218,Tridens flavus,1,,
2023,late,8/2/2023,N1A,G,3,999,Rock,2,,
2023,early,5/27/2023,N1A,G,3,123,Packera plattensis,1,,
2023,early,5/27/2023,N1A,G,4,103,Oxalis violacea,2,,
2023,early,5/27/2023,N1A,G,4,122,Mimosa (Schrankii) quadrivalvis,4,,
2023,early,5/27/2023,N1A,G,4,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,G,4,002,Andropogon gerardii,45,,
2023,late,8/2/2023,N1A,G,4,003,Schizachyrium scoparium,30,,
2023,late,8/2/2023,N1A,G,4,004,Bouteloua curtipendula,20,,
2023,late,8/2/2023,N1A,G,4,015,Panicum virgatum,1,,
2023,late,8/2/2023,N1A,G,4,018,Sorghastrum nutans,10,,
2023,late,8/2/2023,N1A,G,4,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,G,4,086,Brickelia (Kuhnia) eupatoroides,1,,
2023,late,8/2/2023,N1A,G,4,122,Mimosa (Schrankii) quadrivalvis,10,,
2023,late,8/2/2023,N1A,G,4,128,Solidago missouriensis,3,,
2023,early,5/27/2023,N1A,G,5,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,G,5,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,G,5,109,Dalea purpurea,1,,
2023,early,5/27/2023,N1A,G,5,116,Pediomelum (Psoralea) esculentum,1,,
2023,early,5/27/2023,N1A,G,5,122,Mimosa (Schrankii) quadrivalvis,9,,
2023,early,5/27/2023,N1A,G,5,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,G,5,149,Scutellaria parvula,1,,
2023,early,5/27/2023,N1A,G,5,223,Stenaria nigricans,1,,
2023,late,8/2/2023,N1A,G,5,002,Andropogon gerardii,55,,
2023,late,8/2/2023,N1A,G,5,003,Schizachyrium scoparium,45,,
2023,late,8/2/2023,N1A,G,5,004,Bouteloua curtipendula,5,,
2023,late,8/2/2023,N1A,G,5,018,Sorghastrum nutans,2,,
2023,late,8/2/2023,N1A,G,5,021,Sporobolus compositus (asper),1,,
2023,late,8/2/2023,N1A,G,5,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,G,5,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,G,5,059,Symphyotrichym (Aster) oblongifolium,3,,
2023,late,8/2/2023,N1A,G,5,086,Brickelia (Kuhnia) eupatoroides,1,,
2023,late,8/2/2023,N1A,G,5,109,Dalea purpurea,2,,
2023,late,8/2/2023,N1A,G,5,122,Mimosa (Schrankii) quadrivalvis,10,,
2023,late,8/2/2023,N1A,G,5,130,Solidago rigida,11,,
2023,late,8/2/2023,N1A,G,5,139,Verbena stricta,1,,
2023,late,8/2/2023,N1A,G,5,140,Vernonia baldwinii,1,,
2023,late,8/2/2023,N1A,G,5,223,Stenaria nigricans,3,,
2023,early,5/27/2023,N1A,G,6,072,Croton monanthogynus,1,,
2023,early,5/27/2023,N1A,G,6,079,Euphorbia spathulate,1,,
2023,early,5/27/2023,N1A,G,6,089,Lepidium densiflorum,1,,
2023,early,5/27/2023,N1A,G,6,103,Oxalis violacea,4,,
2023,early,5/27/2023,N1A,G,6,107,Dalea multiflora,2,,
2023,early,5/27/2023,N1A,G,6,111,Physalis pumila,8,,
2023,early,5/27/2023,N1A,G,6,114,Plantago rhodosperma,1,,
2023,early,5/27/2023,N1A,G,6,118,Ratibida columnifera,1,,
2023,early,5/27/2023,N1A,G,6,122,Mimosa (Schrankii) quadrivalvis,2,,
2023,early,5/27/2023,N1A,G,6,138,Glandularia bipinnatifida,2,,
2023,early,5/27/2023,N1A,G,6,139,Verbena stricta,3,,
2023,early,5/27/2023,N1A,G,6,211,Ambrosia artemisiifolia,1,,
2023,early,5/27/2023,N1A,G,6,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,G,6,123,Packera plattensis,1,,SK pic
2023,late,8/2/2023,N1A,G,6,002,Andropogon gerardii,45,,
2023,late,8/2/2023,N1A,G,6,003,Schizachyrium scoparium,7,,
2023,late,8/2/2023,N1A,G,6,004,Bouteloua curtipendula,30,,
2023,late,8/2/2023,N1A,G,6,014,Dichanthelium oligosanthes,2,,
2023,late,8/2/2023,N1A,G,6,018,Sorghastrum nutans,5,,
2023,late,8/2/2023,N1A,G,6,021,Sporobolus compositus (asper),2,,
2023,late,8/2/2023,N1A,G,6,040,Amorpha canescens,1,,
2023,late,8/2/2023,N1A,G,6,046,Ambrosia psilostachya,5,,
2023,late,8/2/2023,N1A,G,6,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,G,6,072,Croton monanthogynus,4,,
2023,late,8/2/2023,N1A,G,6,079,Euphorbia spathulate,1,,
2023,late,8/2/2023,N1A,G,6,106,Dalea candida,1,,
2023,late,8/2/2023,N1A,G,6,107,Dalea multiflora,5,,
2023,late,8/2/2023,N1A,G,6,111,Physalis pumila,5,,
2023,late,8/2/2023,N1A,G,6,118,Ratibida columnifera,2,,
2023,late,8/2/2023,N1A,G,6,122,Mimosa (Schrankii) quadrivalvis,2,,
2023,late,8/2/2023,N1A,G,6,128,Solidago missouriensis,8,,
2023,late,8/2/2023,N1A,G,6,130,Solidago rigida,2,,
2023,late,8/2/2023,N1A,G,6,138,Glandularia bipinnatifida,2,,
2023,late,8/2/2023,N1A,G,6,139,Verbena stricta,3,,
2023,late,8/2/2023,N1A,G,6,140,Vernonia baldwinii,1,,
2023,late,8/2/2023,N1A,G,6,149,Scutellaria parvula,1,,
2023,early,5/27/2023,N1A,H,1,007,Bouteloua (Buchloe) dactyloides,6,,
2023,early,5/27/2023,N1A,H,1,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,H,1,234,Rhus glabra,38,,
2023,late,8/2/2023,N1A,H,1,002,Andropogon gerardii,12,,
2023,late,8/2/2023,N1A,H,1,003,Schizachyrium scoparium,7,,
2023,late,8/2/2023,N1A,H,1,004,Bouteloua curtipendula,14,,
2023,late,8/2/2023,N1A,H,1,007,Bouteloua (Buchloe) dactyloides,2,,
2023,late,8/2/2023,N1A,H,1,018,Sorghastrum nutans,65,,
2023,late,8/2/2023,N1A,H,1,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,H,1,140,Vernonia baldwinii,7,,
2023,late,8/2/2023,N1A,H,1,234,Rhus glabra,35,,
2023,late,8/2/2023,N1A,H,1,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,H,2,099,Oenothera speciosa,1,,
2023,early,5/27/2023,N1A,H,2,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,H,2,107,Dalea multiflora,1,,
2023,early,5/27/2023,N1A,H,2,109,Dalea purpurea,2,,
2023,early,5/27/2023,N1A,H,2,143,Lespedeza violacea,1,,
2023,early,5/27/2023,N1A,H,2,234,Rhus glabra,4,,
2023,early,5/27/2023,N1A,H,2,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,H,2,002,Andropogon gerardii,50,,
2023,late,8/2/2023,N1A,H,2,003,Schizachyrium scoparium,7,,
2023,late,8/2/2023,N1A,H,2,004,Bouteloua curtipendula,10,,
2023,late,8/2/2023,N1A,H,2,015,Panicum virgatum,8,,
2023,late,8/2/2023,N1A,H,2,018,Sorghastrum nutans,20,,
2023,late,8/2/2023,N1A,H,2,034,Carex meadii,2,,
2023,late,8/2/2023,N1A,H,2,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,H,2,099,Oenothera speciosa,1,,
2023,late,8/2/2023,N1A,H,2,106,Dalea candida,1,,
2023,late,8/2/2023,N1A,H,2,107,Dalea multiflora,2,,
2023,late,8/2/2023,N1A,H,2,109,Dalea purpurea,1,,
2023,late,8/2/2023,N1A,H,2,127,Solidago altissima,2,,
2023,late,8/2/2023,N1A,H,2,139,Verbena stricta,1,,
2023,late,8/2/2023,N1A,H,2,234,Rhus glabra,8,,
2023,late,8/2/2023,N1A,H,2,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,H,3,005,Bouteloua gracilis,1,,
2023,early,5/27/2023,N1A,H,3,046,Ambrosia psilostachya,1,,
2023,early,5/27/2023,N1A,H,3,061,Astragalus crassicarpus,1,,
2023,early,5/27/2023,N1A,H,3,107,Dalea multiflora,2,,
2023,early,5/27/2023,N1A,H,3,109,Dalea purpurea,3,,
2023,early,5/27/2023,N1A,H,3,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,H,3,116,Pediomelum (Psoralea) esculentum,1,,
2023,early,5/27/2023,N1A,H,3,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,H,3,234,Rhus glabra,1,,
2023,late,8/2/2023,N1A,H,3,002,Andropogon gerardii,30,,
2023,late,8/2/2023,N1A,H,3,003,Schizachyrium scoparium,4,,
2023,late,8/2/2023,N1A,H,3,004,Bouteloua curtipendula,10,,
2023,late,8/2/2023,N1A,H,3,018,Sorghastrum nutans,25,,
2023,late,8/2/2023,N1A,H,3,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,H,3,061,Astragalus crassicarpus,2,,
2023,late,8/2/2023,N1A,H,3,086,Brickellia (Kuhnia) eupatoriodes,3,,
2023,late,8/2/2023,N1A,H,3,107,Dalea multiflora,4,,
2023,late,8/2/2023,N1A,H,3,109,Dalea purpurea,10,,
2023,late,8/2/2023,N1A,H,3,118,Ratibida columnifera,1,,
2023,late,8/2/2023,N1A,H,3,130,Solidago rigida,2,,
2023,late,8/2/2023,N1A,H,3,139,Verbena stricta,1,,
2023,late,8/2/2023,N1A,H,3,140,Vernonia baldwinii,1,,
2023,late,8/2/2023,N1A,H,3,234,Rhus glabra,3,,
2023,late,8/2/2023,N1A,H,3,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,H,4,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,H,4,033,Carex inops (heliophila),2,,
2023,early,5/27/2023,N1A,H,4,034,Carex meadii,5,,
2023,early,5/27/2023,N1A,H,4,107,Dalea multiflora,9,,
2023,early,5/27/2023,N1A,H,4,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,H,4,143,Lespedeza violacea,13,,
2023,early,5/27/2023,N1A,H,4,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,H,4,519,Carex austrina,2,,carex in flower
2023,late,8/2/2023,N1A,H,4,002,Andropogon gerardii,60,,
2023,late,8/2/2023,N1A,H,4,003,Schizachyrium scoparium,40,,
2023,late,8/2/2023,N1A,H,4,004,Bouteloua curtipendula,1,,
2023,late,8/2/2023,N1A,H,4,015,Panicum virgatum,2,,
2023,late,8/2/2023,N1A,H,4,018,Sorghastrum nutans,12,,
2023,late,8/2/2023,N1A,H,4,052,Artemisia ludoviciana,1,,
2023,late,8/2/2023,N1A,H,4,058,Symphyotrichym (Aster) ericoides,7,,
2023,late,8/2/2023,N1A,H,4,107,Dalea multiflora,22,,
2023,late,8/2/2023,N1A,H,4,140,Vernonia baldwinii,1,,
2023,late,8/2/2023,N1A,H,4,143,Lespedeza violacea,17,,
2023,early,5/27/2023,N1A,H,5,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,H,5,107,Dalea multiflora,4,,
2023,early,5/27/2023,N1A,H,5,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,H,5,143,Lespedeza violacea,1,,
2023,early,5/27/2023,N1A,H,5,211,Ambrosia artemisiifolia,1,,
2023,early,5/27/2023,N1A,H,5,234,Rhus glabra,12,,
2023,late,8/2/2023,N1A,H,5,002,Andropogon gerardii,80,,
2023,late,8/2/2023,N1A,H,5,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,H,5,015,Panicum virgatum,5,,
2023,late,8/2/2023,N1A,H,5,018,Sorghastrum nutans,10,,
2023,late,8/2/2023,N1A,H,5,034,Carex meadii,7,,
2023,late,8/2/2023,N1A,H,5,107,Dalea multiflora,11,,
2023,late,8/2/2023,N1A,H,5,127,Solidago altissima,17,,
2023,late,8/2/2023,N1A,H,5,140,Vernonia baldwinii,1,,
2023,late,8/2/2023,N1A,H,5,143,Lespedeza violacea,2,,
2023,late,8/2/2023,N1A,H,5,234,Rhus glabra,14,,
2023,early,5/27/2023,N1A,H,6,007,Bouteloua (Buchloe) dactyloides,30,,
2023,early,5/27/2023,N1A,H,6,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,H,6,061,Astragalus crassiparpus,1,,
2023,early,5/27/2023,N1A,H,6,072,Croton monanthogynus,1,,
2023,early,5/27/2023,N1A,H,6,085,Hymenopappus scabiosaeus,1,,
2023,early,5/27/2023,N1A,H,6,107,Dalea multiflora,5,,
2023,early,5/27/2023,N1A,H,6,111,Physalis pumila,2,,
2023,early,5/27/2023,N1A,H,6,118,Ratibida columnifera,1,,
2023,early,5/27/2023,N1A,H,6,123,Packera plattensis,1,,
2023,early,5/27/2023,N1A,H,6,139,Verbena stricta,2,,
2023,early,5/27/2023,N1A,H,6,234,Rhus glabra,1,,
2023,early,5/27/2023,N1A,H,6,300,Euphorbia seedling,1,,seedling
2023,late,8/2/2023,N1A,H,6,002,Andropogon gerardii,8,,
2023,late,8/2/2023,N1A,H,6,004,Bouteloua curtipendula,40,,
2023,late,8/2/2023,N1A,H,6,007,Bouteloua (Buchloe) dactyloides,30,,
2023,late,8/2/2023,N1A,H,6,015,Panicum virgatum,1,,
2023,late,8/2/2023,N1A,H,6,018,Sorghastrum nutans,7,,
2023,late,8/2/2023,N1A,H,6,046,Ambrosia psilostachya,3,,
2023,late,8/2/2023,N1A,H,6,052,Artemisia ludoviciana,3,,
2023,late,8/2/2023,N1A,H,6,058,Symphyotrichym (Aster) ericoides,3,,
2023,late,8/2/2023,N1A,H,6,059,Symphyotrichym (Aster) oblongifolium,2,,
2023,late,8/2/2023,N1A,H,6,061,Astragalus crassicarpus,1,,
2023,late,8/2/2023,N1A,H,6,072,Croton monanthogynus,1,,
2023,late,8/2/2023,N1A,H,6,085,Hymenopappus scabiosaeus,1,,
2023,late,8/2/2023,N1A,H,6,086,Brickellia (Kuhnia) eupatoriodes,1,,
2023,late,8/2/2023,N1A,H,6,107,Dalea multiflora,12,,
2023,late,8/2/2023,N1A,H,6,118,Ratibida columnifera,1,,
2023,late,8/2/2023,N1A,H,6,130,Solidago rigida,1,,
2023,late,8/2/2023,N1A,H,6,140,Vernonia baldwinii,2,,
2023,late,8/2/2023,N1A,H,6,234,Rhus glabra,4,,
2023,late,8/2/2023,N1A,H,6,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,I,1,076,Echinacea,1,,
2023,early,5/27/2023,N1A,I,1,103,Oxalis violacea,1,,
2023,early,5/27/2023,N1A,I,1,106,Dalea candida,1,,
2023,early,5/27/2023,N1A,I,1,109,Dalea purpurea,2,,
2023,late,8/2/2023,N1A,I,1,002,Andropogon gerardii,80,,
2023,late,8/2/2023,N1A,I,1,003,Schizachyrium scoparium,4,,
2023,late,8/2/2023,N1A,I,1,004,Bouteloua curtipendula,8,,
2023,late,8/2/2023,N1A,I,1,006,Bouteloua hirsuta,1,,
2023,late,8/2/2023,N1A,I,1,018,Sorghastrum nutans,12,,
2023,late,8/2/2023,N1A,I,1,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,I,1,076,Echinacea,1,,
2023,late,8/2/2023,N1A,I,1,086,Brickellia (Kuhnia) eupatoriodes,3,,
2023,late,8/2/2023,N1A,I,1,106,Dalea candida,1,,
2023,late,8/2/2023,N1A,I,1,107,Dalea multiflora,3,,
2023,late,8/2/2023,N1A,I,1,118,Ratibida columnifera,1,,
2023,late,8/2/2023,N1A,I,1,128,Solidago missouriensis,20,,
2023,early,5/27/2023,N1A,I,2,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,I,2,076,Echinacea,1,,
2023,early,5/27/2023,N1A,I,2,106,Dalea candida,3,,
2023,early,5/27/2023,N1A,I,2,109,Dalea purpurea,3,,
2023,early,5/27/2023,N1A,I,2,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,I,2,125,Sisyrinchium campestre,1,,Sissy camp
2023,early,5/27/2023,N1A,I,2,139,Verbena stricta,1,,
2023,late,8/2/2023,N1A,I,2,002,Andropogon gerardii,7,,
2023,late,8/2/2023,N1A,I,2,003,Schizachyrium scoparium,15,,
2023,late,8/2/2023,N1A,I,2,004,Bouteloua curtipendula,25,,
2023,late,8/2/2023,N1A,I,2,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,I,2,015,Panicum virgatum,5,,
2023,late,8/2/2023,N1A,I,2,018,Sorghastrum nutans,15,,
2023,late,8/2/2023,N1A,I,2,021,Sporobolus compositus (asper),20,,
2023,late,8/2/2023,N1A,I,2,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,I,2,052,Artemisia ludoviciana,3,,
2023,late,8/2/2023,N1A,I,2,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,I,2,059,Symphyotrichym (Aster) oblongifolium,4,,
2023,late,8/2/2023,N1A,I,2,076,Echinacea,5,,
2023,late,8/2/2023,N1A,I,2,090,Lespedeza capitata,1,,
2023,late,8/2/2023,N1A,I,2,104,Penstemon cobaea,3,,SK pic 9:39am
2023,late,8/2/2023,N1A,I,2,106,Dalea candida,1,,
2023,late,8/2/2023,N1A,I,2,107,Dalea multiflora,5,,
2023,late,8/2/2023,N1A,I,2,109,Dalea purpurea,2,,
2023,late,8/2/2023,N1A,I,2,130,Solidago rigida,3,,
2023,late,8/2/2023,N1A,I,2,139,Verbena stricta,1,,
2023,late,8/2/2023,N1A,I,2,115,Polygala verticillata,1,,SK pic 9:45am
2023,early,5/27/2023,N1A,I,3,006,Bouteloua hirsuta,1,,
2023,early,5/27/2023,N1A,I,3,014,Dichanthelium oligosanthes,7,,
2023,early,5/27/2023,N1A,I,3,025,Bromus arvensis,1,,
2023,early,5/27/2023,N1A,I,3,030,Schedonnardus,2,,
2023,early,5/27/2023,N1A,I,3,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N1A,I,3,034,Carex meadii,1,,
2023,early,5/27/2023,N1A,I,3,040,Amorpha canescens,7,,
2023,early,5/27/2023,N1A,I,3,082,Hedeoma hispida,1,,
2023,early,5/27/2023,N1A,I,3,085,Hymenopappus scabiosaeus,1,,
2023,early,5/27/2023,N1A,I,3,089,Lepidium densiflorum,1,,
2023,early,5/27/2023,N1A,I,3,102,Oxalis stricta,1,,
2023,early,5/27/2023,N1A,I,3,106,Dalea candida,2,,
2023,early,5/27/2023,N1A,I,3,109,Dalea purpurea,1,,
2023,early,5/27/2023,N1A,I,3,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,I,3,122,Mimosa (Schrankii) quadrivalvis,2,,
2023,early,5/27/2023,N1A,I,3,125,Sisyrinchium campestre,2,,Sissy camp
2023,early,5/27/2023,N1A,I,3,132,Spermolepis inermis,1,,
2023,early,5/27/2023,N1A,I,3,143,Lespedeza violacea,2,,
2023,early,5/27/2023,N1A,I,3,165,Cyperus sp.,1,,
2023,early,5/27/2023,N1A,I,3,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,I,3,378,Paspalum,2,,
2023,early,5/27/2023,N1A,I,3,519,Carex austrina,1,,
2023,late,8/2/2023,N1A,I,3,002,Andropogon gerardii,15,,
2023,late,8/2/2023,N1A,I,3,003,Schizachyrium scoparium,12,,
2023,late,8/2/2023,N1A,I,3,004,Bouteloua curtipendula,30,,
2023,late,8/2/2023,N1A,I,3,006,Bouteloua hirsuta,1,,
2023,late,8/2/2023,N1A,I,3,007,Bouteloua (Buchloe) dactyloides,1,,
2023,late,8/2/2023,N1A,I,3,014,Dichanthelium oligosanthes,4,,
2023,late,8/2/2023,N1A,I,3,018,Sorghastrum nutans,10,,
2023,late,8/2/2023,N1A,I,3,030,Schedonnardus,6,,
2023,late,8/2/2023,N1A,I,3,040,Amorpha canescens,20,,
2023,late,8/2/2023,N1A,I,3,046,Ambrosia psilostachya,3,,
2023,late,8/2/2023,N1A,I,3,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/2/2023,N1A,I,3,085,Hymenopappus scabiosaeus,2,,
2023,late,8/2/2023,N1A,I,3,090,Lespedeza capitata,3,,
2023,late,8/2/2023,N1A,I,3,106,Dalea candida,1,,
2023,late,8/2/2023,N1A,I,3,109,Dalea purpurea,1,,
2023,late,8/2/2023,N1A,I,3,114,Plantago rhodosperma,1,,
2023,late,8/2/2023,N1A,I,3,120,Ruellia humilis,1,,
2023,late,8/2/2023,N1A,I,3,122,Mimosa (Schrankii) quadrivalvis,1,,
2023,late,8/2/2023,N1A,I,3,128,Solidago missouriensis,1,,
2023,late,8/2/2023,N1A,I,3,130,Solidago rigida,1,,
2023,late,8/2/2023,N1A,I,3,143,Lespedeza violacea,1,,
2023,late,8/2/2023,N1A,I,3,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,I,3,378,Paspalum,2,,
2023,early,5/27/2023,N1A,I,4,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N1A,I,4,034,Carex meadii,8,,
2023,early,5/27/2023,N1A,I,4,103,Oxalis violacea,3,,
2023,early,5/27/2023,N1A,I,4,111,Physalis pumila,8,,
2023,early,5/27/2023,N1A,I,4,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,I,4,002,Andropogon gerardii,40,,
2023,late,8/2/2023,N1A,I,4,003,Schizachyrium scoparium,18,,
2023,late,8/2/2023,N1A,I,4,004,Bouteloua curtipendula,15,,
2023,late,8/2/2023,N1A,I,4,014,Dichanthelium oligosanthes,1,,
2023,late,8/2/2023,N1A,I,4,015,Panicum virgatum,5,,
2023,late,8/2/2023,N1A,I,4,018,Sorghastrum nutans,10,,
