,year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
729,2020,fall,9/2/2020,N1A,H,1,140,Vernonia baldwinii,25,
730,2020,spring,6/16/2020,N1A,H,1,163,Medicago lupulina,2,
731,2020,spring,6/16/2020,N1A,H,1,208,Solanum rostratum,1,
732,2020,fall,9/2/2020,N1A,H,1,211,Ambrosia artemisiifolia,30,
733,2020,fall,9/2/2020,N1A,H,1,300,Euphorbia nutans,1,
734,2020,fall,9/2/2020,N1A,H,2,2,Andropogon gerardii,70,
735,2020,fall,9/2/2020,N1A,H,2,3,Schizachyrium scoparium,2,
736,2020,fall,9/2/2020,N1A,H,2,4,Bouteloua curtipendula,8,
737,2020,fall,9/2/2020,N1A,H,2,15,Panicum virgatum,5,
738,2020,fall,9/2/2020,N1A,H,2,18,Sorghastrum nutans,3,
739,2020,spring,6/16/2020,N1A,H,2,34,Carex meadii,2,
740,2020,fall,9/2/2020,N1A,H,2,46,Ambrosia psilostachya,3,
741,2020,spring,6/16/2020,N1A,H,2,107,Dalea multiflora,1,
742,2020,spring,6/16/2020,N1A,H,2,115,Polygala verticillata,1,
743,2020,fall,9/2/2020,N1A,H,2,127,Solidago altissima,1,
744,2020,fall,9/2/2020,N1A,H,2,211,Ambrosia artemisiifolia,18,
745,2020,fall,9/2/2020,N1A,H,2,234,Rhus glabra,26,
746,2020,fall,9/2/2020,N1A,H,3,2,Andropogon gerardii,40,
747,2020,fall,9/2/2020,N1A,H,3,3,Schizachyrium scoparium,1,
748,2020,fall,9/2/2020,N1A,H,3,4,Bouteloua curtipendula,5,
749,2020,fall,9/2/2020,N1A,H,3,18,Sorghastrum nutans,4,
750,2020,spring,6/16/2020,N1A,H,3,34,Carex meadii,1,
751,2020,fall,9/2/2020,N1A,H,3,46,Ambrosia psilostachya,2,
752,2020,fall,9/2/2020,N1A,H,3,58,Symphyotrichum ericoides,2,
753,2020,spring,6/16/2020,N1A,H,3,62,Astragalus lotiflorus,1,
754,2020,fall,9/2/2020,N1A,H,3,86,Brickellia eupatorioides,1,
755,2020,spring,6/16/2020,N1A,H,3,107,Dalea multiflora,3,
756,2020,spring,6/16/2020,N1A,H,3,109,Dalea purpurea,2,
757,2020,fall,9/2/2020,N1A,H,3,130,Solidago rigida,1,
758,2020,fall,9/2/2020,N1A,H,3,139,Verbena stricta,1,
759,2020,fall,9/2/2020,N1A,H,3,140,Vernonia baldwinii,1,
760,2020,fall,9/2/2020,N1A,H,3,211,Ambrosia artemisiifolia,1,
761,2020,fall,9/2/2020,N1A,H,3,223,Stenaria nigricans,2,
762,2020,spring,6/16/2020,N1A,H,3,233,Plantago virginica,1,
763,2020,fall,9/2/2020,N1A,H,3,234,Rhus glabra,8,
764,2020,fall,9/2/2020,N1A,H,3,300,Euphorbia nutans,1,
765,2020,fall,9/2/2020,N1A,H,4,2,Andropogon gerardii,55,
766,2020,fall,9/2/2020,N1A,H,4,3,Schizachyrium scoparium,20,
767,2020,fall,9/2/2020,N1A,H,4,4,Bouteloua curtipendula,4,
768,2020,fall,9/2/2020,N1A,H,4,15,Panicum virgatum,2,
769,2020,fall,9/2/2020,N1A,H,4,18,Sorghastrum nutans,12,
770,2020,fall,9/2/2020,N1A,H,4,21,Sporobolus compositus,3,
771,2020,spring,6/16/2020,N1A,H,4,33,Carex inops,1,
772,2020,spring,6/16/2020,N1A,H,4,34,Carex meadii,1,
773,2020,fall,9/2/2020,N1A,H,4,46,Ambrosia psilostachya,21,
774,2020,fall,9/2/2020,N1A,H,4,52,Artemisia ludoviciana,2,
775,2020,fall,9/2/2020,N1A,H,4,58,Symphyotrichum ericoides,30,
776,2020,spring,6/16/2020,N1A,H,4,103,Oxalis violacea,1,
777,2020,spring,6/16/2020,N1A,H,4,107,Dalea multiflora,5,
778,2020,spring,6/16/2020,N1A,H,4,115,Polygala verticillata,1,
779,2020,fall,9/2/2020,N1A,H,4,139,Verbena stricta,3,
780,2020,fall,9/2/2020,N1A,H,4,140,Vernonia baldwinii,3,
781,2020,spring,6/16/2020,N1A,H,4,143,Lespedeza violacea,2,
782,2020,fall,9/2/2020,N1A,H,4,211,Ambrosia artemisiifolia,6,
783,2020,fall,9/2/2020,N1A,H,4,300,Euphorbia nutans,1,
784,2020,fall,9/2/2020,N1A,H,5,2,Andropogon gerardii,60,
785,2020,fall,9/2/2020,N1A,H,5,3,Schizachyrium scoparium,1,
786,2020,fall,9/2/2020,N1A,H,5,11,Eragrostis spectabilis,1,
787,2020,fall,9/2/2020,N1A,H,5,15,Panicum virgatum,2,
788,2020,fall,9/2/2020,N1A,H,5,18,Sorghastrum nutans,8,
789,2020,spring,6/16/2020,N1A,H,5,34,Carex meadii,1,
790,2020,fall,9/2/2020,N1A,H,5,46,Ambrosia psilostachya,1,
791,2020,fall,9/2/2020,N1A,H,5,86,Brickellia eupatorioides,2,
792,2020,fall,9/2/2020,N1A,H,5,127,Solidago altissima,45,
793,2020,spring,6/16/2020,N1A,H,5,143,Lespedeza violacea,1,
794,2020,fall,9/2/2020,N1A,H,5,234,Rhus glabra,35,
795,2020,fall,9/2/2020,N1A,H,5,300,Euphorbia nutans,1,
796,2020,spring,6/16/2020,N1A,H,5,534,Oxalis dillenii,1,
797,2020,fall,9/2/2020,N1A,H,6,2,Andropogon gerardii,25,
798,2020,fall,9/2/2020,N1A,H,6,3,Schizachyrium scoparium,1,
799,2020,fall,9/2/2020,N1A,H,6,4,Bouteloua curtipendula,7,
800,2020,fall,9/2/2020,N1A,H,6,7,Bouteloua dactyloides,12,
801,2020,fall,9/2/2020,N1A,H,6,18,Sorghastrum nutans,2,
802,2020,spring,6/16/2020,N1A,H,6,34,Carex meadii,2,
803,2020,fall,9/2/2020,N1A,H,6,46,Ambrosia psilostachya,5,
804,2020,fall,9/2/2020,N1A,H,6,52,Artemisia ludoviciana,1,
805,2020,fall,9/2/2020,N1A,H,6,58,Symphyotrichum ericoides,2,
806,2020,spring,6/16/2020,N1A,H,6,85,Hymenopappus scabiosaeus,3,
807,2020,spring,6/16/2020,N1A,H,6,107,Dalea multiflora,8,
808,2020,spring,6/16/2020,N1A,H,6,111,Physalis pumila,1,
809,2020,spring,6/16/2020,N1A,H,6,115,Polygala verticillata,1,
810,2020,spring,6/16/2020,N1A,H,6,118,Ratibida columnifera,1,
811,2020,spring,6/16/2020,N1A,H,6,122,Mimosa quadrivalvis,2,
812,2020,spring,6/16/2020,N1A,H,6,123,Packera plattensis,1,
813,2020,fall,9/2/2020,N1A,H,6,139,Verbena stricta,1,
814,2020,fall,9/2/2020,N1A,H,6,140,Vernonia baldwinii,2,
815,2020,fall,9/2/2020,N1A,H,6,211,Ambrosia artemisiifolia,1,
816,2020,fall,9/2/2020,N1A,H,6,226,Euphorbia stictospora,4,
817,2020,fall,9/2/2020,N1A,H,6,300,Euphorbia nutans,2,
818,2020,fall,9/2/2020,N1A,I,1,2,Andropogon gerardii,75,
819,2020,fall,9/2/2020,N1A,I,1,4,Bouteloua curtipendula,4,
820,2020,fall,9/2/2020,N1A,I,1,18,Sorghastrum nutans,10,
821,2020,fall,9/2/2020,N1A,I,1,46,Ambrosia psilostachya,4,
822,2020,fall,9/2/2020,N1A,I,1,58,Symphyotrichum ericoides,1,
823,2020,spring,6/16/2020,N1A,I,1,76,Echinacea angustifolia,2,
824,2020,fall,9/2/2020,N1A,I,1,86,Brickellia eupatorioides,2,
825,2020,spring,6/16/2020,N1A,I,1,107,Dalea multiflora,1,
826,2020,spring,6/16/2020,N1A,I,1,109,Dalea purpurea,2,
827,2020,fall,9/2/2020,N1A,I,1,128,Solidago missouriensis,35,
828,2020,fall,9/2/2020,N1A,I,2,2,Andropogon gerardii,25,
829,2020,fall,9/2/2020,N1A,I,2,3,Schizachyrium scoparium,4,
830,2020,fall,9/2/2020,N1A,I,2,4,Bouteloua curtipendula,15,
831,2020,fall,9/2/2020,N1A,I,2,11,Eragrostis spectabilis,2,
832,2020,fall,9/2/2020,N1A,I,2,15,Panicum virgatum,3,
833,2020,fall,9/2/2020,N1A,I,2,18,Sorghastrum nutans,10,
834,2020,fall,9/2/2020,N1A,I,2,21,Sporobolus compositus,18,
835,2020,spring,6/16/2020,N1A,I,2,34,Carex meadii,1,
836,2020,fall,9/2/2020,N1A,I,2,46,Ambrosia psilostachya,15,
837,2020,fall,9/2/2020,N1A,I,2,52,Artemisia ludoviciana,8,
838,2020,spring,6/16/2020,N1A,I,2,76,Echinacea angustifolia,4,
839,2020,spring,6/16/2020,N1A,I,2,104,Penstemon cobaea,2,
840,2020,spring,6/16/2020,N1A,I,2,106,Dalea candida,2,
841,2020,spring,6/16/2020,N1A,I,2,118,Ratibida columnifera,1,
842,2020,fall,9/2/2020,N1A,I,2,130,Solidago rigida,9,
843,2020,fall,9/2/2020,N1A,I,2,139,Verbena stricta,1,
844,2020,fall,9/2/2020,N1A,I,2,300,Euphorbia nutans,1,
845,2020,fall,9/2/2020,N1A,I,3,2,Andropogon gerardii,10,
846,2020,fall,9/2/2020,N1A,I,3,3,Schizachyrium scoparium,9,
847,2020,fall,9/2/2020,N1A,I,3,4,Bouteloua curtipendula,20,
848,2020,spring,6/16/2020,N1A,I,3,14,Dichanthelium oligosanthes,2,
849,2020,fall,9/2/2020,N1A,I,3,18,Sorghastrum nutans,12,
850,2020,spring,6/16/2020,N1A,I,3,34,Carex meadii,1,
851,2020,spring,6/16/2020,N1A,I,3,36,Cyperus lupulinus,1,
852,2020,fall,9/2/2020,N1A,I,3,40,Amorpha canescens,7,
853,2020,fall,9/2/2020,N1A,I,3,46,Ambrosia psilostachya,45,
854,2020,fall,9/2/2020,N1A,I,3,58,Symphyotrichum ericoides,1,
855,2020,spring,6/16/2020,N1A,I,3,77,Erigeron strigosus,5,
856,2020,fall,9/2/2020,N1A,I,3,90,Lespedeza capitata,1,
857,2020,spring,6/16/2020,N1A,I,3,106,Dalea candida,1,
858,2020,spring,6/16/2020,N1A,I,3,109,Dalea purpurea,1,
859,2020,spring,6/16/2020,N1A,I,3,120,Ruellia humilis,2,
860,2020,spring,6/16/2020,N1A,I,3,122,Mimosa quadrivalvis,3,
861,2020,fall,9/2/2020,N1A,I,3,130,Solidago rigida,2,
862,2020,fall,9/2/2020,N1A,I,3,211,Ambrosia artemisiifolia,2,
863,2020,spring,6/16/2020,N1A,I,3,233,Plantago virginica,1,
864,2020,fall,9/2/2020,N1A,I,3,378,Paspalum setaceum,2,
865,2020,fall,9/2/2020,N1A,I,4,2,Andropogon gerardii,55,
866,2020,fall,9/2/2020,N1A,I,4,3,Schizachyrium scoparium,1,
867,2020,fall,9/2/2020,N1A,I,4,4,Bouteloua curtipendula,3,
868,2020,fall,9/2/2020,N1A,I,4,11,Eragrostis spectabilis,8,
869,2020,spring,6/16/2020,N1A,I,4,14,Dichanthelium oligosanthes,1,
870,2020,fall,9/2/2020,N1A,I,4,15,Panicum virgatum,4,
871,2020,fall,9/2/2020,N1A,I,4,18,Sorghastrum nutans,17,
872,2020,fall,9/2/2020,N1A,I,4,21,Sporobolus compositus,10,
873,2020,spring,6/16/2020,N1A,I,4,31,Carex brevior,1,
874,2020,spring,6/16/2020,N1A,I,4,34,Carex meadii,1,
875,2020,fall,9/2/2020,N1A,I,4,46,Ambrosia psilostachya,5,
876,2020,fall,9/2/2020,N1A,I,4,52,Artemisia ludoviciana,2,
877,2020,fall,9/2/2020,N1A,I,4,58,Symphyotrichum ericoides,9,
878,2020,fall,9/2/2020,N1A,I,4,86,Brickellia eupatorioides,6,
879,2020,fall,9/2/2020,N1A,I,4,90,Lespedeza capitata,7,
880,2020,spring,6/16/2020,N1A,I,4,99,Oenothera speciosa,2,
881,2020,spring,6/16/2020,N1A,I,4,103,Oxalis violacea,1,
882,2020,spring,6/16/2020,N1A,I,4,111,Physalis pumila,25,
883,2020,spring,6/16/2020,N1A,I,4,116,Pediomelum esculentum,1,
884,2020,fall,9/2/2020,N1A,I,4,139,Verbena stricta,2,
885,2020,fall,9/2/2020,N1A,I,4,140,Vernonia baldwinii,4,
886,2020,spring,6/16/2020,N1A,I,4,143,Lespedeza violacea,1,
887,2020,fall,9/2/2020,N1A,I,4,211,Ambrosia artemisiifolia,4,
888,2020,spring,6/16/2020,N1A,I,4,228,Mirabilis albida,1,
889,2020,spring,6/16/2020,N1A,I,4,246,Chenopodium berlandieri,1,
890,2020,fall,9/2/2020,N1A,I,5,2,Andropogon gerardii,55,
891,2020,fall,9/2/2020,N1A,I,5,3,Schizachyrium scoparium,35,
892,2020,fall,9/2/2020,N1A,I,5,4,Bouteloua curtipendula,3,
893,2020,fall,9/2/2020,N1A,I,5,11,Eragrostis spectabilis,1,
894,2020,spring,6/16/2020,N1A,I,5,14,Dichanthelium oligosanthes,2,
895,2020,fall,9/2/2020,N1A,I,5,18,Sorghastrum nutans,6,
896,2020,fall,9/2/2020,N1A,I,5,21,Sporobolus compositus,2,
897,2020,spring,6/16/2020,N1A,I,5,34,Carex meadii,1,
898,2020,spring,6/16/2020,N1A,I,5,36,Cyperus lupulinus,1,
899,2020,fall,9/2/2020,N1A,I,5,40,Amorpha canescens,1,
900,2020,spring,6/16/2020,N1A,I,5,44,Achillea millefolium,4,
901,2020,fall,9/2/2020,N1A,I,5,46,Ambrosia psilostachya,2,
902,2020,fall,9/2/2020,N1A,I,5,58,Symphyotrichum ericoides,5,
903,2020,spring,6/16/2020,N1A,I,5,77,Erigeron strigosus,2,
904,2020,fall,9/2/2020,N1A,I,5,90,Lespedeza capitata,2,
905,2020,spring,6/16/2020,N1A,I,5,103,Oxalis violacea,1,
906,2020,spring,6/16/2020,N1A,I,5,120,Ruellia humilis,1,
907,2020,fall,9/2/2020,N1A,I,5,128,Solidago missouriensis,1,
908,2020,fall,9/2/2020,N1A,I,5,130,Solidago rigida,4,
909,2020,spring,6/16/2020,N1A,I,5,152,Asclepias viridiflora,1,
910,2020,fall,9/2/2020,N1A,I,5,211,Ambrosia artemisiifolia,1,
911,2020,fall,9/2/2020,N1A,I,6,2,Andropogon gerardii,12,
912,2020,fall,9/2/2020,N1A,I,6,3,Schizachyrium scoparium,3,
913,2020,fall,9/2/2020,N1A,I,6,4,Bouteloua curtipendula,18,
914,2020,fall,9/2/2020,N1A,I,6,11,Eragrostis spectabilis,1,
915,2020,spring,6/16/2020,N1A,I,6,14,Dichanthelium oligosanthes,3,
916,2020,fall,9/2/2020,N1A,I,6,18,Sorghastrum nutans,6,
917,2020,fall,9/2/2020,N1A,I,6,21,Sporobolus compositus,1,
918,2020,spring,6/16/2020,N1A,I,6,25,Bromus arvensis,1,
919,2020,spring,6/16/2020,N1A,I,6,28,Hordeum pusillum,1,
920,2020,fall,9/2/2020,N1A,I,6,30,Schedonnardus paniculatus,5,
921,2020,spring,6/16/2020,N1A,I,6,34,Carex meadii,1,
922,2020,spring,6/16/2020,N1A,I,6,36,Cyperus lupulinus,1,
923,2020,spring,6/16/2020,N1A,I,6,44,Achillea millefolium,1,
924,2020,fall,9/2/2020,N1A,I,6,46,Ambrosia psilostachya,7,
925,2020,fall,9/2/2020,N1A,I,6,58,Symphyotrichum ericoides,1,
926,2020,spring,6/16/2020,N1A,I,6,89,Lepidium densiflorum,1,
927,2020,fall,9/2/2020,N1A,I,6,90,Lespedeza capitata,3,
928,2020,spring,6/16/2020,N1A,I,6,99,Oenothera speciosa,2,
929,2020,spring,6/16/2020,N1A,I,6,106,Dalea candida,1,
930,2020,spring,6/16/2020,N1A,I,6,120,Ruellia humilis,1,
931,2020,fall,9/2/2020,N1A,I,6,127,Solidago altissima,4,
932,2020,fall,9/2/2020,N1A,I,6,130,Solidago rigida,5,
933,2020,spring,6/16/2020,N1A,I,6,143,Lespedeza violacea,1,
934,2020,fall,9/2/2020,N1A,I,6,151,Kummerowia stipulacea,2,
935,2020,fall,9/2/2020,N1A,I,6,211,Ambrosia artemisiifolia,55,
936,2020,fall,9/2/2020,N1A,I,6,218,Tridens flavus,1,
937,2020,fall,9/2/2020,N1A,I,6,221,Sporobolus vaginiflorus,7,
938,2020,spring,6/16/2020,N1A,I,6,233,Plantago virginica,1,
939,2020,spring,6/16/2020,N1A,I,6,519,Carex austrina,3,
940,2020,fall,9/2/2020,N1A,I,6,523,Euphorbia maculata,1,
941,2020,spring,6/16/2020,N1A,I,6,534,Oxalis dillenii,1,
942,2020,fall,9/2/2020,N4B,J,1,2,Andropogon gerardii,45,
943,2020,fall,9/2/2020,N4B,J,1,3,Schizachyrium scoparium,5,
944,2020,fall,9/2/2020,N4B,J,1,4,Bouteloua curtipendula,1,
945,2020,spring,6/17/2020,N4B,J,1,14,Dichanthelium oligosanthes,1,
946,2020,fall,9/2/2020,N4B,J,1,15,Panicum virgatum,3,
947,2020,fall,9/2/2020,N4B,J,1,18,Sorghastrum nutans,15,
948,2020,fall,9/2/2020,N4B,J,1,21,Sporobolus compositus,2,
949,2020,spring,6/17/2020,N4B,J,1,34,Carex meadii,4,
950,2020,spring,6/17/2020,N4B,J,1,50,Apocynum cannabinum,2,
951,2020,fall,9/2/2020,N4B,J,1,52,Artemisia ludoviciana,30,
952,2020,fall,9/2/2020,N4B,J,1,58,Symphyotrichum ericoides,8,
953,2020,fall,9/2/2020,N4B,J,1,86,Brickellia eupatorioides,3,
954,2020,fall,9/2/2020,N4B,J,1,127,Solidago altissima,17,
955,2020,spring,6/17/2020,N4B,J,1,143,Lespedeza violacea,50,
956,2020,fall,9/2/2020,N4B,J,1,168,Digitaria cognata,4,
957,2020,fall,9/2/2020,N4B,J,2,2,Andropogon gerardii,75,
958,2020,fall,9/2/2020,N4B,J,2,3,Schizachyrium scoparium,11,
959,2020,fall,9/2/2020,N4B,J,2,4,Bouteloua curtipendula,1,
960,2020,spring,6/17/2020,N4B,J,2,14,Dichanthelium oligosanthes,2,
961,2020,fall,9/2/2020,N4B,J,2,18,Sorghastrum nutans,12,
962,2020,fall,9/2/2020,N4B,J,2,21,Sporobolus compositus,3,
963,2020,spring,6/17/2020,N4B,J,2,33,Carex inops,1,
964,2020,spring,6/17/2020,N4B,J,2,34,Carex meadii,3,
965,2020,fall,9/2/2020,N4B,J,2,43,Symphoricarpos orbiculatus,1,
966,2020,fall,9/2/2020,N4B,J,2,46,Ambrosia psilostachya,1,
967,2020,fall,9/2/2020,N4B,J,2,58,Symphyotrichum ericoides,15,
968,2020,spring,6/17/2020,N4B,J,2,70,Cirsium undulatum,2,
969,2020,spring,6/17/2020,N4B,J,2,82,Hedeoma hispida,1,
970,2020,spring,6/17/2020,N4B,J,2,83,Hieracium longipilum,1,
971,2020,fall,9/2/2020,N4B,J,2,86,Brickellia eupatorioides,5,
972,2020,spring,6/17/2020,N4B,J,2,109,Dalea purpurea,3,
973,2020,spring,6/17/2020,N4B,J,2,136,Triodanis leptocarpa,1,
974,2020,spring,6/17/2020,N4B,J,2,149,Scutellaria parvula,1,
975,2020,fall,9/2/2020,N4B,J,3,2,Andropogon gerardii,5,
976,2020,fall,9/2/2020,N4B,J,3,3,Schizachyrium scoparium,20,
977,2020,fall,9/2/2020,N4B,J,3,4,Bouteloua curtipendula,8,
978,2020,fall,9/2/2020,N4B,J,3,11,Eragrostis spectabilis,9,
979,2020,spring,6/17/2020,N4B,J,3,14,Dichanthelium oligosanthes,1,
980,2020,fall,9/2/2020,N4B,J,3,18,Sorghastrum nutans,23,
981,2020,spring,6/17/2020,N4B,J,3,25,Bromus arvensis,1,
982,2020,spring,6/17/2020,N4B,J,3,27,Vulpia octoflora,1,
983,2020,spring,6/17/2020,N4B,J,3,33,Carex inops,2,
984,2020,spring,6/17/2020,N4B,J,3,34,Carex meadii,1,
985,2020,spring,6/17/2020,N4B,J,3,36,Cyperus lupulinus,1,
986,2020,fall,9/2/2020,N4B,J,3,46,Ambrosia psilostachya,1,
987,2020,fall,9/2/2020,N4B,J,3,52,Artemisia ludoviciana,7,
988,2020,fall,9/2/2020,N4B,J,3,58,Symphyotrichum ericoides,5,
989,2020,spring,6/17/2020,N4B,J,3,69,Callirhoe involucrata,1,
990,2020,spring,6/17/2020,N4B,J,3,70,Cirsium undulatum,2,
991,2020,fall,9/2/2020,N4B,J,3,71,Conyza canadensis,1,
992,2020,spring,6/17/2020,N4B,J,3,75,Draba reptans,1,
993,2020,spring,6/17/2020,N4B,J,3,77,Erigeron strigosus,1,
994,2020,spring,6/17/2020,N4B,J,3,82,Hedeoma hispida,2,
995,2020,spring,6/17/2020,N4B,J,3,89,Lepidium densiflorum,1,
996,2020,spring,6/17/2020,N4B,J,3,92,Linum sulcatum,1,
997,2020,spring,6/17/2020,N4B,J,3,93,Lithospermum incisum,1,
998,2020,spring,6/17/2020,N4B,J,3,114,Plantago rhodosperma,1,
999,2020,spring,6/17/2020,N4B,J,3,115,Polygala verticillata,1,
1000,2020,spring,6/17/2020,N4B,J,3,118,Ratibida columnifera,2,
1001,2020,spring,6/17/2020,N4B,J,3,120,Ruellia humilis,1,
1002,2020,spring,6/17/2020,N4B,J,3,124,Silene antirrhina,1,
1003,2020,fall,9/2/2020,N4B,J,3,130,Solidago rigida,2,
1004,2020,spring,6/17/2020,N4B,J,3,132,Spermolepis inermis,3,
1005,2020,spring,6/17/2020,N4B,J,3,136,Triodanis leptocarpa,1,
1006,2020,fall,9/2/2020,N4B,J,3,139,Verbena stricta,2,
1007,2020,fall,9/2/2020,N4B,J,3,140,Vernonia baldwinii,4,
1008,2020,fall,9/2/2020,N4B,J,3,168,Digitaria cognata,3,
1009,2020,fall,9/2/2020,N4B,J,3,209,Setaria viridis,1,
1010,2020,fall,9/2/2020,N4B,J,3,211,Ambrosia artemisiifolia,14,
1011,2020,fall,9/2/2020,N4B,J,3,221,Sporobolus vaginiflorus,1,
1012,2020,spring,6/17/2020,N4B,J,3,233,Plantago virginica,3,
1013,2020,spring,6/17/2020,N4B,J,3,338,Plantago patagonica,1,
1014,2020,fall,9/2/2020,N4B,J,3,462,Bothriochloa bladhii,7,
1015,2020,spring,6/17/2020,N4B,J,3,534,Oxalis dillenii,2,
1016,2020,fall,9/2/2020,N4B,J,3,3751,NA NA,1,
1017,2020,fall,9/2/2020,N4B,J,4,2,Andropogon gerardii,75,
1018,2020,fall,9/2/2020,N4B,J,4,3,Schizachyrium scoparium,9,
1019,2020,fall,9/2/2020,N4B,J,4,4,Bouteloua curtipendula,1,
1020,2020,spring,6/17/2020,N4B,J,4,14,Dichanthelium oligosanthes,2,
1021,2020,fall,9/2/2020,N4B,J,4,18,Sorghastrum nutans,25,
1022,2020,fall,9/2/2020,N4B,J,4,21,Sporobolus compositus,2,
1023,2020,spring,6/17/2020,N4B,J,4,31,Carex brevior,1,
1024,2020,spring,6/17/2020,N4B,J,4,34,Carex meadii,3,
1025,2020,fall,9/2/2020,N4B,J,4,46,Ambrosia psilostachya,2,
1026,2020,spring,6/17/2020,N4B,J,4,50,Apocynum cannabinum,1,
1027,2020,fall,9/2/2020,N4B,J,4,52,Artemisia ludoviciana,2,
1028,2020,fall,9/2/2020,N4B,J,4,58,Symphyotrichum ericoides,18,
1029,2020,fall,9/2/2020,N4B,J,4,90,Lespedeza capitata,4,
1030,2020,spring,6/17/2020,N4B,J,4,106,Dalea candida,3,
1031,2020,spring,6/17/2020,N4B,J,4,120,Ruellia humilis,1,
1032,2020,spring,6/17/2020,N4B,J,4,407,Cirsium altissimum,1,
1033,2020,fall,9/2/2020,N4B,J,5,2,Andropogon gerardii,35,
1034,2020,fall,9/2/2020,N4B,J,5,3,Schizachyrium scoparium,45,
1035,2020,fall,9/2/2020,N4B,J,5,4,Bouteloua curtipendula,2,
1036,2020,fall,9/2/2020,N4B,J,5,11,Eragrostis spectabilis,3,
1037,2020,spring,6/17/2020,N4B,J,5,14,Dichanthelium oligosanthes,2,
1038,2020,fall,9/2/2020,N4B,J,5,18,Sorghastrum nutans,8,
1039,2020,fall,9/2/2020,N4B,J,5,21,Sporobolus compositus,3,
1040,2020,spring,6/17/2020,N4B,J,5,33,Carex inops,1,
1041,2020,spring,6/17/2020,N4B,J,5,34,Carex meadii,1,
1042,2020,fall,9/2/2020,N4B,J,5,40,Amorpha canescens,3,
1043,2020,fall,9/2/2020,N4B,J,5,46,Ambrosia psilostachya,1,
1044,2020,fall,9/2/2020,N4B,J,5,52,Artemisia ludoviciana,2,
1045,2020,fall,9/2/2020,N4B,J,5,58,Symphyotrichum ericoides,19,
1046,2020,spring,6/17/2020,N4B,J,5,82,Hedeoma hispida,1,
1047,2020,spring,6/17/2020,N4B,J,5,103,Oxalis violacea,1,
1048,2020,spring,6/17/2020,N4B,J,5,120,Ruellia humilis,1,
1049,2020,spring,6/17/2020,N4B,J,5,136,Triodanis leptocarpa,1,
1050,2020,spring,6/17/2020,N4B,J,5,137,Triodanis perfoliata,1,
1051,2020,spring,6/17/2020,N4B,J,5,143,Lespedeza violacea,5,
1052,2020,fall,9/2/2020,N4B,J,6,2,Andropogon gerardii,65,
1053,2020,fall,9/2/2020,N4B,J,6,3,Schizachyrium scoparium,1,
1054,2020,fall,9/2/2020,N4B,J,6,4,Bouteloua curtipendula,1,
1055,2020,spring,6/17/2020,N4B,J,6,14,Dichanthelium oligosanthes,2,
1056,2020,fall,9/2/2020,N4B,J,6,18,Sorghastrum nutans,6,
1057,2020,fall,9/2/2020,N4B,J,6,21,Sporobolus compositus,2,
1058,2020,spring,6/17/2020,N4B,J,6,27,Vulpia octoflora,2,
1059,2020,spring,6/17/2020,N4B,J,6,31,Carex brevior,1,
1060,2020,spring,6/17/2020,N4B,J,6,32,Carex gravida,6,
1061,2020,spring,6/17/2020,N4B,J,6,34,Carex meadii,1,
1062,2020,spring,6/17/2020,N4B,J,6,36,Cyperus lupulinus,1,
1063,2020,fall,9/2/2020,N4B,J,6,43,Symphoricarpos orbiculatus,11,
1064,2020,fall,9/2/2020,N4B,J,6,46,Ambrosia psilostachya,45,
1065,2020,fall,9/2/2020,N4B,J,6,58,Symphyotrichum ericoides,2,
1066,2020,fall,9/2/2020,N4B,J,6,71,Conyza canadensis,1,
1067,2020,spring,6/17/2020,N4B,J,6,82,Hedeoma hispida,1,
1068,2020,spring,6/17/2020,N4B,J,6,89,Lepidium densiflorum,1,
1069,2020,spring,6/17/2020,N4B,J,6,92,Linum sulcatum,1,
1070,2020,fall,9/2/2020,N4B,J,6,127,Solidago altissima,1,
1071,2020,fall,9/2/2020,N4B,J,6,130,Solidago rigida,1,
1072,2020,spring,6/17/2020,N4B,J,6,132,Spermolepis inermis,7,
1073,2020,spring,6/17/2020,N4B,J,6,136,Triodanis leptocarpa,1,
1074,2020,spring,6/17/2020,N4B,J,6,137,Triodanis perfoliata,1,
1075,2020,fall,9/2/2020,N4B,J,6,139,Verbena stricta,4,
1076,2020,fall,9/2/2020,N4B,J,6,168,Digitaria cognata,1,
1077,2020,spring,6/17/2020,N4B,J,6,233,Plantago virginica,3,
1078,2020,spring,6/17/2020,N4B,J,6,338,Plantago patagonica,1,
1079,2020,spring,6/17/2020,N4B,J,6,475,Erigeron annuus,3,
1080,2020,spring,6/17/2020,N4B,J,6,534,Oxalis dillenii,1,
1081,2020,fall,9/2/2020,N4B,K,1,2,Andropogon gerardii,75,
1082,2020,fall,9/2/2020,N4B,K,1,3,Schizachyrium scoparium,14,
1083,2020,fall,9/2/2020,N4B,K,1,4,Bouteloua curtipendula,3,
1084,2020,fall,9/2/2020,N4B,K,1,11,Eragrostis spectabilis,1,
1085,2020,spring,6/17/2020,N4B,K,1,14,Dichanthelium oligosanthes,1,
1086,2020,fall,9/2/2020,N4B,K,1,18,Sorghastrum nutans,10,
1087,2020,fall,9/2/2020,N4B,K,1,21,Sporobolus compositus,2,
1088,2020,spring,6/17/2020,N4B,K,1,34,Carex meadii,1,
1089,2020,fall,9/2/2020,N4B,K,1,40,Amorpha canescens,5,
