year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
2022,late,8/11/2022,N4B,L,4,122,Mimosa (Schrankii) quadrivalvis,9,
2022,early,6/8/2022,N4B,J,1,2,Andropogon gerardii,2,
2022,early,6/8/2022,N4B,J,1,34,Carex meadii,17,
2022,early,6/8/2022,N4B,J,1,211,Ambrosia artemisiifolia,1,
2022,late,8/11/2022,N4B,J,1,2,Andropogon gerardii,30,
2022,late,8/11/2022,N4B,J,1,4,Bouteloua curtipendula,8,
2022,late,8/11/2022,N4B,J,1,21,Sporobolus compositus (asper),5,
2022,late,8/11/2022,N4B,J,1,52,Artemisia ludoviciana,8,
2022,early,6/8/2022,N4B,J,5,33,Carex inops (heliophila),2,
2022,early,6/8/2022,N4B,J,5,34,Carex meadii,2,
2022,late,8/11/2022,N4B,J,5,2,Andropogon gerardii,35,
2022,late,8/11/2022,N4B,J,5,4,Bouteloua curtipendula,15,
2022,late,8/11/2022,N4B,J,5,3,Schizachyrium scoparium,25,
2022,late,8/11/2022,N4B,J,5,18,Sorghastrum nutans,30,
2022,late,8/11/2022,N4B,J,5,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N4B,J,5,46,Ambrosia psilostachya,1,
2022,early,6/8/2022,N4B,J,2,519,Carex austrina,1,
2022,early,6/8/2022,N4B,J,2,32,Carex gravida,1,
2022,early,6/8/2022,N4B,J,2,34,Carex meadii,5,
2022,late,8/11/2022,N4B,J,2,2,Andropogon gerardii,80,
2022,late,8/11/2022,N4B,J,2,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N4B,J,2,3,Schizachyrium scoparium,3,
2022,late,8/11/2022,N4B,J,2,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N4B,J,2,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N4B,J,2,86,Brickellia (Kuhnia) eupatorioides,5,
2022,late,8/11/2022,N4B,J,1,194,Physalis heterophylla,3,
2022,late,8/11/2022,N4B,J,1,462,Bothriochloa bladhii,2,
2022,early,6/8/2022,N4B,J,5,501,Ophioglossum vulgatum,1,"unknown monocot basal leaf, KW pic"
2022,early,6/8/2022,N4B,J,5,40,Amorpha canescens,6,
2022,early,6/8/2022,N4B,J,5,43,Symphoricarpos (Aster) orbiculatus,1,
2022,late,8/11/2022,N4B,J,5,40,Amorpha canescens,12,
2022,late,8/11/2022,N4B,J,5,462,Bothriochloa bladhii,6,
2022,early,6/8/2022,N4B,J,2,43,Symphoricarpos (Aster) orbiculatus,3,
2022,late,8/11/2022,N4B,J,2,43,Symphoricarpos (Aster) orbiculatus,5,
2022,early,6/8/2022,N4B,J,1,143,Lespedeza violacea,60,
2022,early,6/8/2022,N4B,J,1,134,Tragia betonicifolia,2,
2022,early,6/8/2022,N4B,J,1,158,Ulmus americana,1,
2022,late,8/11/2022,N4B,J,1,127,Solidago altissima,22,
2022,late,8/11/2022,N4B,J,1,134,Tragia betonicifolia,3,
2022,early,6/8/2022,N4B,J,5,143,Lespedeza violacea,9,
2022,late,8/11/2022,N4B,J,5,58,Symphyotrichum (Aster) ericoides,8,
2022,early,6/8/2022,N4B,J,2,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,J,2,102,Oxalis stricta,1,
2022,late,8/11/2022,N4B,J,2,58,Symphyotrichum (Aster) ericoides,3,
2022,early,6/8/2022,N1A,B,6,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,B,6,34,Carex meadii,4,
2022,late,8/11/2022,N1A,B,6,2,Andropogon gerardii,30,
2022,late,8/11/2022,N1A,B,6,18,Sorghastrum nutans,17,
2022,late,8/11/2022,N1A,B,6,46,Ambrosia psilostachya,7,
2022,late,8/11/2022,N1A,B,6,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N1A,B,3,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,B,3,32,Carex gravida,2,
2022,early,6/8/2022,N1A,B,3,34,Carex meadii,3,
2022,late,8/11/2022,N1A,B,3,2,Andropogon gerardii,45,
2022,late,8/11/2022,N1A,B,3,3,Schizachyrium scoparium,1,
2022,late,8/11/2022,N1A,B,3,18,Sorghastrum nutans,9,
2022,late,8/11/2022,N1A,B,3,165,Cyperus spp.,1,
2022,late,8/11/2022,N1A,B,3,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,B,5,106,Dalea candida,1,
2022,early,6/8/2022,N1A,B,5,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,B,5,34,Carex meadii,2,
2022,late,8/11/2022,N1A,B,5,2,Andropogon gerardii,20,
2022,late,8/11/2022,N1A,B,5,4,Bouteloua curtipendula,3,
2022,late,8/11/2022,N1A,B,5,14,Dichanthelium oligosanthes,1,
2022,late,8/11/2022,N1A,B,5,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N1A,B,5,18,Sorghastrum nutans,85,
2022,late,8/11/2022,N1A,B,5,21,Sporobolus compositus (asper),4,
2022,late,8/11/2022,N1A,B,5,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,B,6,126,Solanum carolinensis,1,
2022,late,8/11/2022,N1A,B,3,190,Setaria pumila,1,
2022,early,6/8/2022,N1A,B,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,B,6,143,Lespedeza violacea,42,
2022,early,6/8/2022,N1A,B,6,103,Oxalis violacea,1,
2022,late,8/11/2022,N1A,B,6,300,Euphorbia nutans,1,
2022,late,8/11/2022,N1A,B,6,90,Lespedeza capitata,2,
2022,late,8/11/2022,N1A,B,6,143,Lespedeza violacea,42,
2022,late,8/11/2022,N1A,B,6,112,Physalis virginiana,1,
2022,late,8/11/2022,N1A,B,6,234,Rhus glabra,8,
2022,late,8/11/2022,N1A,B,6,127,Solidago altissima,5,
2022,late,8/11/2022,N1A,B,6,140,Vernonia baldwinii,10,
2022,early,6/8/2022,N1A,B,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,B,3,143,Lespedeza violacea,40,
2022,late,8/11/2022,N1A,B,3,300,Euphorbia nutans,2,
2022,late,8/11/2022,N1A,B,3,90,Lespedeza capitata,1,
2022,late,8/11/2022,N1A,B,3,143,Lespedeza violacea,50,
2022,late,8/11/2022,N1A,B,3,127,Solidago altissima,3,
2022,late,8/11/2022,N1A,B,3,140,Vernonia baldwinii,5,
2022,early,6/8/2022,N1A,B,5,143,Lespedeza violacea,100,
2022,late,8/11/2022,N1A,B,5,90,Lespedeza capitata,3,
2022,late,8/11/2022,N1A,B,5,127,Solidago altissima,3,
2022,late,8/11/2022,N1A,B,5,58,Symphyotrichum (Aster) ericoides,13,
2022,late,8/11/2022,N1A,B,5,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N1A,G,5,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,G,5,34,Carex meadii,1,
2022,early,6/8/2022,N1A,G,5,109,Dalea purpurea,9,
2022,late,8/11/2022,N1A,G,5,2,Andropogon gerardii,30,
2022,late,8/11/2022,N1A,G,5,4,Bouteloua curtipendula,22,
2022,late,8/11/2022,N1A,G,5,3,Schizachyrium scoparium,18,
2022,late,8/11/2022,N1A,G,5,18,Sorghastrum nutans,28,
2022,late,8/11/2022,N1A,G,5,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,G,5,86,Brickellia (Kuhnia) eupatorioides,1,
2022,late,8/11/2022,N1A,G,5,107,Dalea multiflora,1,
2022,early,6/8/2022,N1A,G,4,34,Carex meadii,1,
2022,early,6/8/2022,N1A,G,4,72,Croton monanthogynus,1,
2022,late,8/11/2022,N1A,G,4,2,Andropogon gerardii,10,
2022,late,8/11/2022,N1A,G,4,4,Bouteloua curtipendula,15,
2022,late,8/11/2022,N1A,G,4,15,Panicum virgatum,1,
2022,late,8/11/2022,N1A,G,4,3,Schizachyrium scoparium,65,
2022,late,8/11/2022,N1A,G,4,18,Sorghastrum nutans,15,
2022,late,8/11/2022,N1A,G,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,G,4,86,Brickellia (Kuhnia) eupatorioides,1,
2022,late,8/11/2022,N1A,G,4,72,Croton monanthogynus,1,
2022,early,6/8/2022,N1A,G,1,109,Dalea purpurea,1,
2022,late,8/11/2022,N1A,G,1,2,Andropogon gerardii,55,
2022,late,8/11/2022,N1A,G,1,4,Bouteloua curtipendula,15,
2022,late,8/11/2022,N1A,G,1,11,Eragrostis spectabilis,2,
2022,late,8/11/2022,N1A,G,1,15,Panicum virgatum,4,
2022,late,8/11/2022,N1A,G,1,3,Schizachyrium scoparium,15,
2022,late,8/11/2022,N1A,G,1,18,Sorghastrum nutans,12,
2022,late,8/11/2022,N1A,G,1,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,G,1,72,Croton monanthogynus,1,
2022,early,6/8/2022,N1A,G,5,149,Scutellaria parvula,1,
2022,early,6/8/2022,N1A,G,5,116,Pediomelum (Psoralea) esculentum,1,
2022,early,6/8/2022,N1A,G,5,223,Stenaria nigricans,1,
2022,early,6/8/2022,N1A,G,5,125,Sisyrinchium campestre,1,
2022,late,8/11/2022,N1A,G,5,223,Stenaria nigricans,2,
2022,early,6/8/2022,N1A,G,4,99,Oenothera speciosa,1,
2022,early,6/8/2022,N1A,G,4,93,Lithospermum incisum,1,
2022,late,8/11/2022,N1A,G,4,99,Oenothera speciosa,1,
2022,early,6/8/2022,N1A,G,1,223,Stenaria nigricans,1,
2022,late,8/11/2022,N1A,G,1,223,Stenaria nigricans,1,
2022,early,6/8/2022,N1A,G,5,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,G,5,84,Hybanthus verticillatus,1,
2022,early,6/8/2022,N1A,G,5,122,Mimosa (Schrankii) quadrivalvis,8,
2022,early,6/8/2022,N1A,G,5,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,G,5,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,G,5,115,Polygala verticillata,1,
2022,late,8/11/2022,N1A,G,5,130,Solidago rigida,6,
2022,late,8/11/2022,N1A,G,5,43,Symphoricarpos (Aster) orbiculatus,2,
2022,late,8/11/2022,N1A,G,5,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N1A,G,4,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,G,4,122,Mimosa (Schrankii) quadrivalvis,5,
2022,early,6/8/2022,N1A,G,4,103,Oxalis violacea,2,
2022,late,8/11/2022,N1A,G,4,523,Euphorbia maculata ,1,
2022,late,8/11/2022,N1A,G,4,128,Solidago missouriensis,4,
2022,late,8/11/2022,N1A,G,4,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N1A,G,4,59,Symphyotrichym (Aster) oblongifolium,2,
2022,early,6/8/2022,N1A,G,1,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,G,1,92,Linum sulcatum,1,
2022,early,6/8/2022,N1A,G,1,111,Physalis pumila,1,
2022,late,8/11/2022,N1A,G,1,130,Solidago rigida,1,
2022,late,8/11/2022,N1A,G,1,59,Symphyotrichym (Aster) oblongifolium,2,
2022,late,8/11/2022,N1A,G,1,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N4B,M,5,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,M,5,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,M,5,109,Dalea purpurea,1,
2022,late,8/11/2022,N4B,M,5,2,Andropogon gerardii,60,
2022,late,8/11/2022,N4B,M,5,3,Schizachyrium scoparium,25,
2022,late,8/11/2022,N4B,M,5,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N4B,M,5,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N4B,M,4,14,Dichanthelium oligosanthes,4,
2022,early,6/8/2022,N4B,M,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N4B,M,4,34,Carex meadii,3,
2022,late,8/11/2022,N4B,M,4,2,Andropogon gerardii,18,
2022,late,8/11/2022,N4B,M,4,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N4B,M,4,15,Panicum virgatum,7,
2022,late,8/11/2022,N4B,M,4,3,Schizachyrium scoparium,45,
2022,late,8/11/2022,N4B,M,4,18,Sorghastrum nutans,25,
2022,late,8/11/2022,N4B,M,4,46,Ambrosia psilostachya,3,
2022,late,8/11/2022,N4B,M,4,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N4B,M,1,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,M,1,519,Carex austrina,4,
2022,early,6/8/2022,N4B,M,1,34,Carex meadii,1,
2022,early,6/8/2022,N4B,M,1,72,Croton monanthogynus,4,
2022,late,8/11/2022,N4B,M,1,2,Andropogon gerardii,35,
2022,late,8/11/2022,N4B,M,1,4,Bouteloua curtipendula,5,
2022,late,8/11/2022,N4B,M,1,3,Schizachyrium scoparium,60,
2022,late,8/11/2022,N4B,M,1,18,Sorghastrum nutans,8,
2022,late,8/11/2022,N4B,M,1,52,Artemisia ludoviciana,1,
2022,late,8/11/2022,N4B,M,1,86,Brickellia (Kuhnia) eupatorioides,3,
2022,early,6/8/2022,N4B,M,5,70,Cirsium undulatum,3,
2022,late,8/11/2022,N4B,M,1,43,Symphoricarpos (Aster) orbiculatus,2,
2022,early,6/8/2022,N4B,M,5,132,Spermolepis inermis,1,
2022,late,8/11/2022,N4B,M,5,127,Solidago altissima,4,
2022,early,6/8/2022,N4B,M,4,102,Oxalis stricta,1,
2022,late,8/11/2022,N4B,M,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,M,4,104,Penstemon cobaea,1,
2022,early,6/8/2022,N4B,M,4,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,M,4,120,Ruellia humilis,6,
2022,late,8/11/2022,N4B,M,4,130,Solidago rigida,2,
2022,late,8/11/2022,N4B,M,4,58,Symphyotrichum (Aster) ericoides,8,
2022,late,8/11/2022,N4B,M,4,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N4B,M,1,103,Oxalis violacea,3,
2022,early,6/8/2022,N4B,M,1,111,Physalis pumila,1,
2022,late,8/11/2022,N4B,M,1,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N4B,M,1,139,Verbena stricta,1,
2022,early,6/8/2022,N1A,B,2,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,B,2,34,Carex meadii,1,
2022,early,6/8/2022,N1A,B,2,55,Asclepias verticillata,1,
2022,late,8/11/2022,N1A,B,2,2,Andropogon gerardii,100,
2022,late,8/11/2022,N1A,B,2,3,Schizachyrium scoparium,3,
2022,late,8/11/2022,N1A,B,2,18,Sorghastrum nutans,5,
2022,late,8/11/2022,N1A,B,2,86,Brickellia (Kuhnia) eupatorioides,3,
2022,early,6/8/2022,N1A,B,4,32,Carex gravida,1,
2022,early,6/8/2022,N1A,B,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,B,4,34,Carex meadii,2,
2022,late,8/11/2022,N1A,B,4,2,Andropogon gerardii,75,
2022,late,8/11/2022,N1A,B,4,4,Bouteloua curtipendula,1,
2022,late,8/11/2022,N1A,B,4,3,Schizachyrium scoparium,19,
2022,late,8/11/2022,N1A,B,4,18,Sorghastrum nutans,17,
2022,late,8/11/2022,N1A,B,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,B,4,86,Brickellia (Kuhnia) eupatorioides,11,
2022,early,6/8/2022,N1A,B,1,31,Carex brevior,5,"""K"" next to cover data"
2022,early,6/8/2022,N1A,B,1,32,Carex gravida,3,
2022,early,6/8/2022,N1A,B,1,34,Carex meadii,9,
2022,early,6/8/2022,N1A,B,1,69,Callirhoe involucrate,5,
2022,late,8/11/2022,N1A,B,1,2,Andropogon gerardii,30,
2022,late,8/11/2022,N1A,B,1,14,Dichanthelium oligosanthes,1,
2022,late,8/11/2022,N1A,B,1,3,Schizachyrium scoparium,7,
2022,late,8/11/2022,N1A,B,1,18,Sorghastrum nutans,75,
2022,late,8/11/2022,N1A,B,1,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,B,1,106,Dalea candida,1,
2022,early,6/8/2022,N1A,B,4,468,Veronica agrestis,1,
2022,early,6/8/2022,N1A,B,2,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,B,2,143,Lespedeza violacea,30,
2022,early,6/8/2022,N1A,B,2,122,Mimosa (Schrankii) quadrivalvis,1,
2022,early,6/8/2022,N1A,B,2,234,Rhus glabra,11,
2022,late,8/11/2022,N1A,B,2,90,Lespedeza capitata,1,
2022,late,8/11/2022,N1A,B,2,122,Mimosa (Schrankii) quadrivalvis,3,
2022,late,8/11/2022,N1A,B,2,234,Rhus glabra,12,
2022,late,8/11/2022,N1A,B,2,127,Solidago altissima,2,
2022,late,8/11/2022,N1A,B,2,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N1A,B,4,140,Vernonia baldwinii,4,
2022,early,6/8/2022,N1A,B,4,143,Lespedeza violacea,8,
2022,early,6/8/2022,N1A,B,4,103,Oxalis violacea,23,
2022,early,6/8/2022,N1A,B,4,111,Physalis pumila,2,
2022,early,6/8/2022,N1A,B,4,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,B,4,90,Lespedeza capitata,14,
2022,late,8/11/2022,N1A,B,4,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,B,4,127,Solidago altissima,1,
2022,late,8/11/2022,N1A,B,4,58,Symphyotrichum (Aster) ericoides,7,
2022,late,8/11/2022,N1A,B,4,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N1A,B,1,143,Lespedeza violacea,95,
2022,early,6/8/2022,N1A,B,1,234,Rhus glabra,3,
2022,late,8/11/2022,N1A,B,1,90,Lespedeza capitata,2,
2022,late,8/11/2022,N1A,B,1,234,Rhus glabra,4,
2022,late,8/11/2022,N1A,B,1,58,Symphyotrichum (Aster) ericoides,6,
2022,late,8/11/2022,N1A,B,1,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N1A,F,6,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,F,6,34,Carex meadii,2,
2022,early,6/8/2022,N1A,F,6,107,Dalea multiflora,6,
2022,late,8/11/2022,N1A,F,6,2,Andropogon gerardii,8,
2022,late,8/11/2022,N1A,F,6,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N1A,F,6,3,Schizachyrium scoparium,15,
2022,late,8/11/2022,N1A,F,6,18,Sorghastrum nutans,23,
2022,late,8/11/2022,N1A,F,6,218,Tridens flavus,2,
2022,late,8/11/2022,N1A,F,6,46,Ambrosia psilostachya,3,
2022,late,8/11/2022,N1A,F,6,52,Artemisia ludoviciana,1,
2022,late,8/11/2022,N1A,F,6,107,Dalea multiflora,10,
2022,early,6/8/2022,N1A,F,3,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N1A,F,3,218,Tridens flavus,2,
2022,early,6/8/2022,N1A,F,3,519,Carex austrina,1,
2022,early,6/8/2022,N1A,F,3,34,Carex meadii,3,
2022,late,8/11/2022,N1A,F,3,2,Andropogon gerardii,10,
2022,late,8/11/2022,N1A,F,3,4,Bouteloua curtipendula,18,
2022,late,8/11/2022,N1A,F,3,15,Panicum virgatum,4,
2022,late,8/11/2022,N1A,F,3,3,Schizachyrium scoparium,25,
2022,late,8/11/2022,N1A,F,3,18,Sorghastrum nutans,9,
2022,late,8/11/2022,N1A,F,3,218,Tridens flavus,2,
2022,late,8/11/2022,N1A,F,3,46,Ambrosia psilostachya,5,
2022,late,8/11/2022,N1A,F,3,86,Brickellia (Kuhnia) eupatorioides,5,
2022,early,6/8/2022,N1A,F,2,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,F,2,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,F,2,34,Carex meadii,1,
2022,late,8/11/2022,N1A,F,2,2,Andropogon gerardii,85,
2022,late,8/11/2022,N1A,F,2,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N1A,F,2,14,Dichanthelium oligosanthes,2,
2022,late,8/11/2022,N1A,F,2,15,Panicum virgatum,3,
2022,late,8/11/2022,N1A,F,2,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N1A,F,2,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,F,2,52,Artemisia ludoviciana,1,
2022,early,6/8/2022,N1A,F,6,125,Sisyrinchium campestre,4,
2022,early,6/8/2022,N1A,F,6,148,Prunus americana,5,
2022,early,6/8/2022,N1A,F,6,43,Symphoricarpos (Aster) orbiculatus,1,
2022,late,8/11/2022,N1A,F,6,70,Cirsium undulatum,1,
2022,late,8/11/2022,N1A,F,6,145,Desmodium illinoense,1,
2022,early,6/8/2022,N1A,F,2,125,Sisyrinchium campestre,1,
2022,early,6/8/2022,N1A,F,2,148,Prunus americana,1,
2022,early,6/8/2022,N1A,F,2,70,Cirsium undulatum,3,
2022,early,6/8/2022,N1A,F,2,384,Solanum ptycanthum,1,
2022,late,8/11/2022,N1A,F,2,126,Solanum carolinense,1,KW pic
2022,early,6/8/2022,N1A,F,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,F,6,143,Lespedeza violacea,15,
2022,early,6/8/2022,N1A,F,6,103,Oxalis violacea,5,
2022,early,6/8/2022,N1A,F,6,111,Physalis pumila,2,
2022,early,6/8/2022,N1A,F,6,234,Rhus glabra,30,
2022,late,8/11/2022,N1A,F,6,300,Euphorbia nutans,2,
2022,late,8/11/2022,N1A,F,6,143,Lespedeza violacea,20,
2022,late,8/11/2022,N1A,F,6,234,Rhus glabra,35,
2022,late,8/11/2022,N1A,F,6,58,Symphyotrichum (Aster) ericoides,3,
2022,early,6/8/2022,N1A,F,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,F,3,143,Lespedeza violacea,30,
2022,early,6/8/2022,N1A,F,3,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,F,3,103,Oxalis violacea,3,
2022,early,6/8/2022,N1A,F,3,234,Rhus glabra,28,
2022,late,8/11/2022,N1A,F,3,300,Euphorbia nutans,3,
2022,late,8/11/2022,N1A,F,3,90,Lespedeza capitata,2,
2022,late,8/11/2022,N1A,F,3,143,Lespedeza violacea,35,
2022,late,8/11/2022,N1A,F,3,127,Solidago altissima,3,
2022,late,8/11/2022,N1A,F,3,140,Vernona baldwinii,4,
2022,early,6/8/2022,N1A,F,2,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,F,2,143,Lespedeza violacea,20,
2022,late,8/11/2022,N1A,F,2,42,Rosa arkansana,1,
2022,late,8/11/2022,N1A,F,2,90,Lespedeza capitata,10,
2022,late,8/11/2022,N1A,F,2,111,Physalis pumila,1,
2022,late,8/11/2022,N1A,F,2,127,Solidago altissima,2,
2022,late,8/11/2022,N1A,F,2,58,Symphyotrichum (Aster) ericoides,11,
2022,late,8/11/2022,N1A,F,2,140,Vernona baldwinii,1,
2022,early,6/8/2022,N1A,F,5,519,Carex austrina,4,
2022,early,6/8/2022,N1A,F,5,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,F,5,34,Carex meadii,2,
2022,late,8/11/2022,N1A,F,5,2,Andropogon gerardii,95,
2022,late,8/11/2022,N1A,F,5,18,Sorghastrum nutans,9,
2022,late,8/11/2022,N1A,F,5,218,Tridens flavus,8,
2022,late,8/11/2022,N1A,F,5,31,Carex brevior,2,
2022,late,8/11/2022,N1A,F,5,32,Carex gravida,3,
2022,late,8/11/2022,N1A,F,5,52,Artemisia ludoviciana,1,
2022,early,6/8/2022,N1A,F,4,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,F,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,F,4,109,Dalea purpurea,2,
2022,late,8/11/2022,N1A,F,4,2,Andropogon gerardii,80,
2022,late,8/11/2022,N1A,F,4,4,Bouteloua curtipendula,8,
2022,late,8/11/2022,N1A,F,4,5,Bouteloua gracilis,1,
2022,late,8/11/2022,N1A,F,4,3,Schizachyrium scoparium,13,
2022,late,8/11/2022,N1A,F,4,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N1A,F,4,31,Carex brevior,1,
2022,late,8/11/2022,N1A,F,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,F,4,52,Artemisia ludoviciana,1,
2022,late,8/11/2022,N1A,F,4,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N1A,F,1,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,F,1,218,Tridens flavus,3,
2022,early,6/8/2022,N1A,F,1,519,Carex austrina,8,
2022,early,6/8/2022,N1A,F,1,193,Euphorbia dentata,1,
2022,late,8/11/2022,N1A,F,1,2,Andropogon gerardii,40,
2022,late,8/11/2022,N1A,F,1,4,Bouteloua curtipendula,1,
2022,late,8/11/2022,N1A,F,1,14,Dichanthelium oligosanthes,2,
2022,late,8/11/2022,N1A,F,1,15,Panicum virgatum,1,
2022,late,8/11/2022,N1A,F,1,18,Sorghastrum nutans,70,
2022,late,8/11/2022,N1A,F,1,218,Tridens flavus,9,
2022,late,8/11/2022,N1A,F,1,34,Carex meadii,1,
2022,late,8/11/2022,N1A,F,1,46,Ambrosia psilostachya,1,
2022,early,6/8/2022,N1A,F,5,148,Prunus americana,1,
2022,early,6/8/2022,N1A,F,4,50,Apocynum cannabinum,5,
2022,early,6/8/2022,N1A,F,4,428,Evolvulus nuttallianus,1,
2022,late,8/11/2022,N1A,F,4,50,Apocynum cannabinum,7,
2022,early,6/8/2022,N1A,F,1,50,Apocynum cannabinum,1,
2022,early,6/8/2022,N1A,F,1,50,Apocynum cannabinum,2,
2022,early,6/8/2022,N1A,F,1,43,Symphoricarpos (Aster) orbiculatus,2,
2022,early,6/8/2022,N1A,F,1,99,Oenothera speciosa,1,
2022,late,8/11/2022,N1A,F,1,193,Euphorbia dentata,1,
2022,early,6/8/2022,N1A,F,5,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,F,5,102,Oxalis stricta,3,
2022,early,6/8/2022,N1A,F,5,111,Physalis pumila,4,
2022,early,6/8/2022,N1A,F,5,118,Ratibida columnifera,1,
2022,early,6/8/2022,N1A,F,5,42,Rosa arkansana,1,
2022,early,6/8/2022,N1A,F,5,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,F,5,112,Physalis virginiana,1,
2022,late,8/11/2022,N1A,F,5,140,Vernonia baldwinii,4,
2022,early,6/8/2022,N1A,F,4,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,F,4,122,Mimosa (Schrankii) quadrivalvis,3,
2022,early,6/8/2022,N1A,F,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,F,4,111,Physalis pumila,2,
2022,early,6/8/2022,N1A,F,4,42,Rosa arkansana,1,
2022,late,8/11/2022,N1A,F,4,90,Lespedeza capitata,10,
2022,late,8/11/2022,N1A,F,4,58,Symphyotrichum (Aster) ericoides,4,
2022,late,8/11/2022,N1A,F,4,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N1A,F,1,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,F,1,143,Lespedeza violacea,1,
2022,early,6/8/2022,N1A,F,1,120,Ruellia humilis,2,
2022,early,6/8/2022,N1A,F,1,139,Verbena stricta,1,
2022,early,6/8/2022,N1A,F,1,206,Viola nephrophylla,1,
2022,late,8/11/2022,N1A,F,1,90,Lespedeza capitata,6,
2022,late,8/11/2022,N1A,F,1,140,Vernonia baldwinii,5,
2022,early,6/8/2022,N4B,L,6,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,L,6,109,Dalea purpurea,1,
2022,late,8/11/2022,N4B,L,6,2,Andropogon gerardii,13,
2022,late,8/11/2022,N4B,L,6,4,Bouteloua curtipendula,20,
