year,season,date,watershed,block,plot,sppnum,taxa,cover,flw_cover,flw_number,notes
2021,Spring,5/23/2021,N1A,F,1,31,Carex brevior,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,32,Carex gravida,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,34,Carex meadii,10,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,43,Symphoricarpos orbiculatus,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,161,Asclepias syriaca,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,103,Oxalis violacea,10,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,120,Ruellia humilis,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,1,206,Viola nephrophylla,8,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,2,Andropogon gerardii,75,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,4,Bouteloua curtipendula,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,18,Sorghastrum nutans,18,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,21,Sporobolus compositus,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,218,Tridens flavus,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,43,Symphoricarpos orbiculatus,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,90,Lespedeza capitata,3,1,3,
2021,Fall,8/13/2021,N1A,F,1,143,Lespedeza violacea,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,127,Solidago altissima,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,140,Vernonia baldwinii,14,NA,NA,
2021,Fall,8/13/2021,N1A,F,1,206,Viola nephrophylla,9,NA,NA,
2021,Spring,5/23/2021,N1A,F,2,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,2,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,2,70,Cirsium undulatum,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,2,384,Solanum ptycanthum,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,2,143,Lespedeza violacea,18,NA,NA,
2021,Spring,5/23/2021,N1A,F,2,103,Oxalis violacea,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,2,Andropogon gerardii,15,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,4,Bouteloua curtipendula,9,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,15,Panicum virgatum,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,18,Sorghastrum nutans,85,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,33,Carex inops,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,34,Carex meadii,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,52,Artemisia ludoviciana,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,384,Solanum ptycanthum,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,90,Lespedeza capitata,10,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,143,Lespedeza violacea,35,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,127,Solidago altissima,7,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,58,Symphyotrichum ericoides,5,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,2,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,31,Carex brevior,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,34,Carex meadii,6,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,143,Lespedeza violacea,8,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,102,Oxalis stricta,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,103,Oxalis violacea,5,NA,NA,
2021,Spring,5/23/2021,N1A,F,3,234,Rhus glabra,6,NA,NA,
2021,Fall,8/13/2021,N1A,F,3,4,Bouteloua curtipendula,30,1,5,
2021,Fall,8/13/2021,N1A,F,3,14,Dichanthelium oligosanthes,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,3,3,Schizachyrium scoparium,50,1,6,
2021,Fall,8/13/2021,N1A,F,3,18,Sorghastrum nutans,2,1,1,
2021,Fall,8/13/2021,N1A,F,3,21,Sporobolus compositus,8,NA,NA,
2021,Fall,8/13/2021,N1A,F,3,46,Ambrosia psilostachya,5,1,17,
2021,Fall,8/13/2021,N1A,F,3,86,Brickellia eupatorioides,9,1,100,100-1000
2021,Fall,8/13/2021,N1A,F,3,300,Euphorbia nutans,1,1,2,
2021,Fall,8/13/2021,N1A,F,3,90,Lespedeza capitata,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,3,143,Lespedeza violacea,45,1,3,
2021,Fall,8/13/2021,N1A,F,3,234,Rhus glabra,70,NA,NA,
2021,Fall,8/13/2021,N1A,F,3,140,Vernonia baldwinii,5,2,50,
2021,Spring,5/23/2021,N1A,F,4,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,34,Carex meadii,3,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,109,Dalea purpurea,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,50,Apocynum cannabinum,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,111,Physalis pumila,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,42,Rosa arkansana,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,4,206,Viola nephrophylla,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,2,Andropogon gerardii,55,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,4,Bouteloua curtipendula,11,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,3,Schizachyrium scoparium,14,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,18,Sorghastrum nutans,30,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,218,Tridens flavus,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,31,Carex brevior,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,52,Artemisia ludoviciana,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,86,Brickellia eupatorioides,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,50,Apocynum cannabinum,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,90,Lespedeza capitata,9,1,100,100-1000
2021,Fall,8/13/2021,N1A,F,4,111,Physalis pumila,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,42,Rosa arkansana,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,127,Solidago altissima,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,58,Symphyotrichum ericoides,9,NA,NA,
2021,Fall,8/13/2021,N1A,F,4,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,31,Carex brevior,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,34,Carex meadii,7,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,148,Prunus americana,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,223,Stenaria nigricans,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,103,Oxalis violacea,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,111,Physalis pumila,2,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,118,Ratibida columnifera,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,42,Rosa arkansana,1,NA,NA,
2021,Spring,5/23/2021,N1A,F,5,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,2,Andropogon gerardii,50,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,15,Panicum virgatum,3,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,3,Schizachyrium scoparium,60,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,218,Tridens flavus,3,1,1,
2021,Fall,8/13/2021,N1A,F,5,32,Carex gravida,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,46,Ambrosia psilostachya,1,1,1,
2021,Fall,8/13/2021,N1A,F,5,52,Artemisia ludoviciana,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,148,Prunus americana,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,93,Lithospermum incisum,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,84,Hybanthus verticillatus,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,111,Physalis pumila,2,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,120,Ruellia humilis,1,NA,NA,
2021,Fall,8/13/2021,N1A,F,5,140,Vernonia baldwinii,5,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,6,Bouteloua hirsuta,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,211,Ambrosia artemisiifolia,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,109,Dalea purpurea,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,125,Sisyrinchium campestre,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,138,Glandularia bipinnatifida,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,122,Mimosa quadrivalvis,5,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,103,Oxalis violacea,15,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,111,Physalis pumila,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,114,Plantago rhodosperma,6,NA,NA,
2021,Spring,5/23/2021,N1A,G,6,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,2,Andropogon gerardii,10,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,4,Bouteloua curtipendula,40,1,12,
2021,Fall,8/13/2021,N1A,G,6,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,3,Schizachyrium scoparium,4,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,18,Sorghastrum nutans,12,1,1,
2021,Fall,8/13/2021,N1A,G,6,21,Sporobolus compositus,2,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,211,Ambrosia artemisiifolia,1,1,2,
2021,Fall,8/13/2021,N1A,G,6,46,Ambrosia psilostachya,28,2,100,100-1000
2021,Fall,8/13/2021,N1A,G,6,107,Dalea multiflora,2,1,7,
2021,Fall,8/13/2021,N1A,G,6,109,Dalea purpurea,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,93,Lithospermum incisum,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,300,Euphorbia nutans,1,1,2,
2021,Fall,8/13/2021,N1A,G,6,122,Mimosa quadrivalvis,8,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,111,Physalis pumila,2,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,114,Plantago rhodosperma,1,1,5,
2021,Fall,8/13/2021,N1A,G,6,118,Ratibida columnifera,3,1,5,
2021,Fall,8/13/2021,N1A,G,6,128,Solidago missouriensis,6,3,100,100-1000
2021,Fall,8/13/2021,N1A,G,6,130,Solidago rigida,3,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,58,Symphyotrichum ericoides,3,NA,NA,
2021,Fall,8/13/2021,N1A,G,6,139,Verbena stricta,1,1,1,
2021,Fall,8/13/2021,N1A,G,6,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,1,34,Carex meadii,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,1,55,Asclepias verticillata,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,1,109,Dalea purpurea,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,1,84,Hybanthus verticillatus,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,1,111,Physalis pumila,2,NA,NA,
2021,Spring,5/23/2021,N1A,G,1,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,2,Andropogon gerardii,40,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,4,Bouteloua curtipendula,15,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,11,Eragrostis spectabilis,4,2,2,
2021,Fall,8/13/2021,N1A,G,1,15,Panicum virgatum,12,2,4,
2021,Fall,8/13/2021,N1A,G,1,3,Schizachyrium scoparium,14,1,5,
2021,Fall,8/13/2021,N1A,G,1,18,Sorghastrum nutans,30,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,84,Hybanthus verticillatus,2,1,6,
2021,Fall,8/13/2021,N1A,G,1,111,Physalis pumila,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,128,Solidago missouriensis,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,130,Solidago rigida,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,58,Symphyotrichum ericoides,4,NA,NA,
2021,Fall,8/13/2021,N1A,G,1,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,4,122,Mimosa quadrivalvis,4,NA,NA,
2021,Spring,5/23/2021,N1A,G,4,103,Oxalis violacea,20,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,2,Andropogon gerardii,15,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,4,Bouteloua curtipendula,3,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,15,Panicum virgatum,3,1,1,
2021,Fall,8/13/2021,N1A,G,4,3,Schizachyrium scoparium,75,1,10,
2021,Fall,8/13/2021,N1A,G,4,18,Sorghastrum nutans,18,1,4,
2021,Fall,8/13/2021,N1A,G,4,33,Carex inops,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,86,Brickellia eupatorioides,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,158,Ulmus americana,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,99,Oenothera speciosa,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,122,Mimosa quadrivalvis,6,1,20,
2021,Fall,8/13/2021,N1A,G,4,128,Solidago missouriensis,4,NA,NA,
2021,Fall,8/13/2021,N1A,G,4,58,Symphyotrichum ericoides,2,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,34,Carex meadii,2,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,61,Astragalus crassicarpus,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,109,Dalea purpurea,2,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,84,Hybanthus verticillatus,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,114,Plantago rhodosperma,3,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,120,Ruellia humilis,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,3,130,Solidago rigida,1,1,1,
2021,Spring,5/23/2021,N1A,G,3,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,2,Andropogon gerardii,15,1,2,
2021,Fall,8/13/2021,N1A,G,3,4,Bouteloua curtipendula,65,1,47,
2021,Fall,8/13/2021,N1A,G,3,3,Schizachyrium scoparium,2,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,18,Sorghastrum nutans,20,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,46,Ambrosia psilostachya,30,2,100,100-1000
2021,Fall,8/13/2021,N1A,G,3,93,Lithospermum incisum,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,85,Hymenopappus scabiosaeus,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,111,Physalis pumila,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,114,Plantago rhodosperma,1,1,1,
2021,Fall,8/13/2021,N1A,G,3,58,Symphyotrichum ericoides,2,NA,NA,
2021,Fall,8/13/2021,N1A,G,3,140,Vernonia baldwinii,5,1,10,
2021,Spring,5/23/2021,N1A,G,2,109,Dalea purpurea,2,NA,NA,
2021,Spring,5/23/2021,N1A,G,2,84,Hybanthus verticillatus,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,2,122,Mimosa quadrivalvis,3,NA,NA,
2021,Spring,5/23/2021,N1A,G,2,103,Oxalis violacea,11,NA,NA,
2021,Spring,5/23/2021,N1A,G,2,114,Plantago rhodosperma,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,2,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,2,2,Andropogon gerardii,35,NA,NA,
2021,Fall,8/13/2021,N1A,G,2,4,Bouteloua curtipendula,5,1,4,
2021,Fall,8/13/2021,N1A,G,2,7,Bouteloua dactyloides,4,NA,NA,
2021,Fall,8/13/2021,N1A,G,2,40,Amorpha canescens,1,15,NA,
2021,Fall,8/13/2021,N1A,G,2,18,Sorghastrum nutans,25,1,4,
2021,Fall,8/13/2021,N1A,G,2,46,Ambrosia psilostachya,1,1,1,
2021,Fall,8/13/2021,N1A,G,2,86,Brickellia eupatorioides,3,1,4,
2021,Fall,8/13/2021,N1A,G,2,223,Stenaria nigricans,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,2,122,Mimosa quadrivalvis,8,2,26,
2021,Fall,8/13/2021,N1A,G,2,58,Symphyotrichum ericoides,5,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,109,Dalea purpurea,2,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,149,Scutellaria parvula,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,428,Evolvulus nuttallianus,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,223,Stenaria nigricans,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,99,Oenothera speciosa,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,93,Lithospermum incisum,1,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,122,Mimosa quadrivalvis,3,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,103,Oxalis violacea,5,NA,NA,
2021,Spring,5/23/2021,N1A,G,5,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,2,Andropogon gerardii,50,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,4,Bouteloua curtipendula,12,1,2,
2021,Fall,8/13/2021,N1A,G,5,3,Schizachyrium scoparium,18,1,2,
2021,Fall,8/13/2021,N1A,G,5,18,Sorghastrum nutans,20,1,8,
2021,Fall,8/13/2021,N1A,G,5,21,Sporobolus compositus,2,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,46,Ambrosia psilostachya,2,1,1,
2021,Fall,8/13/2021,N1A,G,5,86,Brickellia eupatorioides,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,109,Dalea purpurea,3,1,9,
2021,Fall,8/13/2021,N1A,G,5,149,Scutellaria parvula,1,1,2,
2021,Fall,8/13/2021,N1A,G,5,223,Stenaria nigricans,1,1,7,
2021,Fall,8/13/2021,N1A,G,5,93,Lithospermum incisum,1,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,122,Mimosa quadrivalvis,3,1,5,
2021,Fall,8/13/2021,N1A,G,5,115,Polygala verticillata,1,1,2,
2021,Fall,8/13/2021,N1A,G,5,130,Solidago rigida,10,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,58,Symphyotrichum ericoides,2,NA,NA,
2021,Fall,8/13/2021,N1A,G,5,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,31,Carex brevior,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,33,Carex inops,2,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,34,Carex meadii,4,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,107,Dalea multiflora,3,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,103,Oxalis violacea,4,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,111,Physalis pumila,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,4,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,4,2,Andropogon gerardii,80,1,1,
2021,Fall,8/13/2021,N1A,H,4,4,Bouteloua curtipendula,8,1,1,
2021,Fall,8/13/2021,N1A,H,4,14,Dichanthelium oligosanthes,2,1,1,
2021,Fall,8/13/2021,N1A,H,4,15,Panicum virgatum,2,1,1,
2021,Fall,8/13/2021,N1A,H,4,3,Schizachyrium scoparium,26,1,19,
2021,Fall,8/13/2021,N1A,H,4,18,Sorghastrum nutans,9,1,2,
2021,Fall,8/13/2021,N1A,H,4,21,Sporobolus compositus,3,NA,NA,
2021,Fall,8/13/2021,N1A,H,4,46,Ambrosia psilostachya,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,4,52,Artemisia ludoviciana,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,4,107,Dalea multiflora,40,3,100,100-1000
2021,Fall,8/13/2021,N1A,H,4,300,Euphorbia nutans,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,4,151,Kummerowia stipulacea,3,NA,NA,
2021,Fall,8/13/2021,N1A,H,4,58,Symphyotrichum ericoides,7,1,3,
2021,Fall,8/13/2021,N1A,H,4,139,Verbena stricta,2,1,1,
2021,Fall,8/13/2021,N1A,H,4,140,Vernonia baldwinii,2,NA,NA,
2021,Spring,5/23/2021,N1A,H,1,5,Bouteloua gracilis,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,1,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,1,211,Ambrosia artemisiifolia,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,1,186,Melilotus officinalis,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,1,112,Physalis virginiana,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,1,234,Rhus glabra,25,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,2,Andropogon gerardii,35,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,4,Bouteloua curtipendula,18,1,3,
2021,Fall,8/13/2021,N1A,H,1,5,Bouteloua gracilis,12,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,6,Bouteloua hirsuta,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,14,Dichanthelium oligosanthes,2,1,2,
2021,Fall,8/13/2021,N1A,H,1,3,Schizachyrium scoparium,3,1,2,
2021,Fall,8/13/2021,N1A,H,1,18,Sorghastrum nutans,25,1,10,
2021,Fall,8/13/2021,N1A,H,1,46,Ambrosia psilostachya,1,1,4,
2021,Fall,8/13/2021,N1A,H,1,86,Brickellia eupatorioides,5,1,13,
2021,Fall,8/13/2021,N1A,H,1,156,Acalypha virginica,1,1,1,
2021,Fall,8/13/2021,N1A,H,1,118,Ratibida columnifera,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,234,Rhus glabra,40,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,58,Symphyotrichum ericoides,2,NA,NA,
2021,Fall,8/13/2021,N1A,H,1,140,Vernonia baldwinii,8,1,3,
2021,Spring,5/23/2021,N1A,H,3,211,Ambrosia artemisiifolia,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,61,Astragalus crassicarpus,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,72,Croton monanthogynus,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,107,Dalea multiflora,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,109,Dalea purpurea,2,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,79,Euphorbia spathulata,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,92,Linum sulcatum,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,114,Plantago rhodosperma,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,118,Ratibida columnifera,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,234,Rhus glabra,4,NA,NA,
2021,Spring,5/23/2021,N1A,H,3,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,2,Andropogon gerardii,20,1,1,
2021,Fall,8/13/2021,N1A,H,3,4,Bouteloua curtipendula,50,1,4,
2021,Fall,8/13/2021,N1A,H,3,3,Schizachyrium scoparium,4,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,18,Sorghastrum nutans,3,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,46,Ambrosia psilostachya,30,2,100,100-1000
2021,Fall,8/13/2021,N1A,H,3,61,Astragalus crassicarpus,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,86,Brickellia eupatorioides,3,1,3,
2021,Fall,8/13/2021,N1A,H,3,107,Dalea multiflora,4,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,998,Rock ,8,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,0,Bare_ground ,2,NA,NA,bare ground
2021,Fall,8/13/2021,N1A,H,3,121,Salvia azurea,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,82,Hedeoma hispida,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,90,Lespedeza capitata,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,234,Rhus glabra,6,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,130,Solidago rigida,2,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,58,Symphyotrichum ericoides,2,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,139,Verbena stricta,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,3,140,Vernonia baldwinii,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,5,32,Carex gravida,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,5,33,Carex inops,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,5,34,Carex meadii,12,NA,NA,
2021,Spring,5/23/2021,N1A,H,5,107,Dalea multiflora,1,NA,NA,
2021,Spring,5/23/2021,N1A,H,5,234,Rhus glabra,6,NA,NA,
2021,Fall,8/13/2021,N1A,H,5,2,Andropogon gerardii,35,1,1,
2021,Fall,8/13/2021,N1A,H,5,4,Bouteloua curtipendula,2,11,2,
2021,Fall,8/13/2021,N1A,H,5,14,Dichanthelium oligosanthes,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,5,11,Eragrostis spectabilis,1,1,1,
2021,Fall,8/13/2021,N1A,H,5,15,Panicum virgatum,2,1,1,
2021,Fall,8/13/2021,N1A,H,5,3,Schizachyrium scoparium,3,1,2,
2021,Fall,8/13/2021,N1A,H,5,18,Sorghastrum nutans,40,1,1,
2021,Fall,8/13/2021,N1A,H,5,21,Sporobolus compositus,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,5,34,Carex meadii,15,NA,NA,
2021,Fall,8/13/2021,N1A,H,5,211,Ambrosia artemisiifolia,1,1,1,
2021,Fall,8/13/2021,N1A,H,5,86,Brickellia eupatorioides,1,NA,NA,
2021,Fall,8/13/2021,N1A,H,5,107,Dalea multiflora,4,1,2,
