DataCode,RecType,RecDate,watershed,ppt,Comments
APT01,1,1995-12-22,HQ,0.7,
APT01,1,1995-12-29,HQ,0.2,
APT01,1,1995-12-31,HQ,0.3,
APT01,1,1996-01-02,HQ,0.5,
APT01,1,1996-01-03,HQ,1.2,
APT01,1,1996-01-05,HQ,1.8,
APT01,1,1996-01-17,HQ,1.4,
APT01,1,1996-01-18,HQ,0.2,
APT01,1,1996-01-23,HQ,0.3,
APT01,1,1996-01-26,HQ,2,
APT01,1,1996-02-26,HQ,4.4,
APT01,1,1996-02-27,HQ,1.4,
APT01,1,1996-03-02,HQ,0.6,
APT01,1,1996-03-14,HQ,10.5,
APT01,1,1996-03-15,HQ,2,
APT01,1,1996-03-24,HQ,9.2,
APT01,1,1996-04-14,HQ,14.1,
APT01,1,1996-04-27,HQ,1.3,
APT01,1,1996-04-28,HQ,11.2,
APT01,1,1996-04-29,HQ,7.5,
APT01,1,1996-04-30,HQ,0.2,
APT01,1,1996-05-02,HQ,0.4,
APT01,1,1996-05-04,HQ,29.2,
APT01,1,1996-05-05,HQ,7.7,
APT01,1,1996-05-06,HQ,0.2,
APT01,1,1996-05-07,HQ,22.5,
APT01,1,1996-05-10,HQ,14.2,
APT01,1,1996-05-12,HQ,1.9,
APT01,1,1996-05-13,HQ,0.2,
APT01,1,1996-05-23,HQ,2.2,
APT01,1,1996-05-24,HQ,10.5,
APT01,1,1996-05-25,HQ,4,
APT01,1,1996-05-26,HQ,79.3,
APT01,1,1996-05-30,HQ,1,
APT01,1,1996-05-31,HQ,11.5,
APT01,1,1996-06-01,HQ,18,
APT01,1,1996-06-06,HQ,19.1,
APT01,1,1996-06-07,HQ,4.5,
APT01,1,1996-06-15,HQ,3.7,
APT01,1,1996-06-16,HQ,0.8,
APT01,1,1996-06-17,HQ,2,
APT01,1,1996-06-21,HQ,0.5,
APT01,1,1996-06-22,HQ,1.6,
APT01,1,1996-06-23,HQ,0.2,
APT01,1,1996-06-24,HQ,15,
APT01,1,1996-06-27,HQ,3.6,
APT01,1,1996-06-29,HQ,1.6,
APT01,1,1996-07-03,HQ,1.2,
APT01,1,1996-07-08,HQ,40.8,
APT01,1,1996-07-13,HQ,2.4,
APT01,1,1996-07-14,HQ,1,
APT01,1,1996-07-19,HQ,7,
APT01,1,1996-07-20,HQ,2.7,
APT01,1,1996-07-22,HQ,27.8,
APT01,1,1996-07-26,HQ,6.2,
APT01,1,1996-07-30,HQ,0.2,
APT01,1,1996-07-31,HQ,0.4,
APT01,1,1996-08-01,HQ,2.2,
APT01,1,1996-08-05,HQ,5.7,
APT01,1,1996-08-07,HQ,5,
APT01,1,1996-08-10,HQ,8.9,
APT01,1,1996-08-11,HQ,0.8,
APT01,1,1996-08-14,HQ,0.2,
APT01,1,1996-08-15,HQ,0.8,
APT01,1,1996-08-16,HQ,30,
APT01,1,1996-08-17,HQ,1.3,
APT01,1,1996-08-19,HQ,38.4,
APT01,1,1996-08-21,HQ,0.3,
APT01,1,1996-08-22,HQ,1.8,
APT01,1,1996-08-23,HQ,1.4,
APT01,1,1996-08-29,HQ,0.6,
APT01,1,1996-09-07,HQ,0.2,
APT01,1,1996-09-14,HQ,6.5,
APT01,1,1996-09-15,HQ,10,
APT01,1,1996-09-16,HQ,4.9,
APT01,1,1996-09-18,HQ,8.4,
APT01,1,1996-09-19,HQ,22.6,
APT01,1,1996-09-23,HQ,0.2,
APT01,1,1996-09-25,HQ,15.1,
APT01,1,1996-09-26,HQ,20,
APT01,1,1996-10-01,HQ,0,
APT01,1,1996-10-06,HQ,0.2,
APT01,1,1996-10-07,HQ,30.2,
APT01,1,1996-10-22,HQ,29.2,
APT01,1,1996-10-29,HQ,19.3,
APT01,1,1996-11-04,HQ,4,
APT01,1,1996-11-15,HQ,1,these gauges have been shut down for the winter
APT01,1,1996-11-16,HQ,51.5,
APT01,1,1996-11-25,HQ,1.8,
APT01,1,1996-11-29,HQ,17.9,
APT01,1,1996-12-16,HQ,3.1,
APT01,1,1997-01-14,HQ,0.2,These gauges shut down for the winter
APT01,1,1997-01-24,HQ,1.8,
APT01,1,1997-02-03,HQ,10,
APT01,1,1997-02-06,HQ,5.5,
APT01,1,1997-02-07,HQ,3.8,
APT01,1,1997-02-19,HQ,0.7,
APT01,1,1997-02-20,HQ,33.6,
APT01,1,1997-02-21,HQ,16.6,
APT01,1,1997-02-25,HQ,0.3,
APT01,1,1997-02-26,HQ,8.9,
APT01,1,1997-03-01,HQ,1.5,
APT01,1,1997-03-09,HQ,0.3,
APT01,1,1997-03-13,HQ,0.2,
APT01,1,1997-03-15,HQ,0.6,
APT01,1,1997-03-17,HQ,0.2,
APT01,1,1997-03-29,HQ,1.3,
APT01,1,1997-04-02,HQ,21.2,
APT01,1,1997-04-04,HQ,13.6,
APT01,1,1997-04-05,HQ,3.1,
APT01,1,1997-04-09,HQ,0.6,
APT01,1,1997-04-10,HQ,32.2,
APT01,1,1997-04-11,HQ,15.3,
APT01,1,1997-04-12,HQ,0,
APT01,1,1997-04-20,HQ,0.1,
APT01,1,1997-04-21,HQ,0.1,
APT01,1,1997-04-22,HQ,5.2,
APT01,1,1997-04-23,HQ,0.2,
APT01,1,1997-04-26,HQ,0.6,
APT01,1,1997-04-30,HQ,16.3,
APT01,1,1997-05-01,HQ,11.8,
APT01,1,1997-05-02,HQ,1.4,
APT01,1,1997-05-07,HQ,9.8,
APT01,1,1997-05-12,HQ,0.2,
APT01,1,1997-05-17,HQ,0.4,
APT01,1,1997-05-18,HQ,0.8,
APT01,1,1997-05-19,HQ,5.5,
APT01,1,1997-05-24,HQ,1.8,
APT01,1,1997-05-25,HQ,25,
APT01,1,1997-05-26,HQ,0,
APT01,1,1997-05-29,HQ,10.8,
APT01,1,1997-05-30,HQ,4.1,
APT01,1,1997-06-04,HQ,0.8,
APT01,1,1997-06-05,HQ,0.2,
APT01,1,1997-06-11,HQ,6.3,
APT01,1,1997-06-12,HQ,1.9,
APT01,1,1997-06-15,HQ,3.2,
APT01,1,1997-06-19,HQ,0.2,
APT01,1,1997-06-23,HQ,2.2,
APT01,1,1997-06-24,HQ,5.4,
APT01,1,1997-06-26,HQ,0,
APT01,1,1997-06-29,HQ,1.8,
APT01,1,1997-07-08,HQ,49.9,
APT01,1,1997-07-11,HQ,1.3,
APT01,1,1997-07-13,HQ,1,
APT01,1,1997-07-16,HQ,0,
APT01,1,1997-07-20,HQ,0.6,
APT01,1,1997-07-28,HQ,21.2,
APT01,1,1997-08-02,HQ,3,
APT01,1,1997-08-03,HQ,1.5,
APT01,1,1997-08-06,HQ,1,
APT01,1,1997-08-11,HQ,0.2,
APT01,1,1997-08-12,HQ,24,
APT01,1,1997-08-14,HQ,6,
APT01,1,1997-08-16,HQ,28.2,
APT01,1,1997-08-17,HQ,7.5,
APT01,1,1997-08-18,HQ,9,
APT01,1,1997-08-19,HQ,28.8,
APT01,1,1997-08-21,HQ,0.3,
APT01,1,1997-08-22,HQ,0.4,
APT01,1,1997-08-30,HQ,6.5,
APT01,1,1997-09-07,HQ,9.9,
APT01,1,1997-09-08,HQ,0,
APT01,1,1997-09-09,HQ,15.7,
APT01,1,1997-09-12,HQ,3.8,
APT01,1,1997-09-13,HQ,3.5,
APT01,1,1997-09-20,HQ,2.9,
APT01,1,1997-09-22,HQ,18.6,
APT01,1,1997-09-23,HQ,12.9,
APT01,1,1997-09-24,HQ,15,
APT01,1,1997-10-08,HQ,33.5,
APT01,1,1997-10-11,HQ,0.4,
APT01,1,1997-10-12,HQ,27.4,
APT01,1,1997-10-24,HQ,0.2,
APT01,1,1997-10-25,HQ,25.3,
APT01,1,1997-10-26,HQ,10.5,
APT01,1,1997-11-02,HQ,0.3,
APT01,1,1997-11-05,HQ,1,These gauges shut down for the winter
APT01,1,1997-11-09,HQ,1,
APT01,1,1997-11-20,HQ,0.3,
APT01,1,1997-11-27,HQ,0.5,
APT01,1,1997-11-28,HQ,13.2,
APT01,1,1997-11-29,HQ,7.7,
APT01,1,1997-11-30,HQ,2.8,
APT01,1,1997-12-02,HQ,8.1,
APT01,1,1997-12-03,HQ,5.5,
APT01,1,1997-12-07,HQ,5,
APT01,1,1997-12-08,HQ,3.5,
APT01,1,1997-12-09,HQ,2.5,
APT01,1,1997-12-21,HQ,6,
APT01,1,1997-12-22,HQ,3.2,
APT01,1,1997-12-23,HQ,3,
APT01,1,1997-12-24,HQ,19.8,
APT01,1,1998-01-04,HQ,12.6,
APT01,1,1998-01-05,HQ,1.8,
APT01,1,1998-01-14,HQ,0.2,
APT01,1,1998-01-16,HQ,1.6,
APT01,1,1998-01-18,HQ,1.3,
APT01,1,1998-01-31,HQ,10.7,
APT01,1,1998-02-01,HQ,4.7,
APT01,1,1998-02-09,HQ,8,
APT01,1,1998-02-10,HQ,0.3,
APT01,1,1998-02-15,HQ,1.2,
APT01,1,1998-02-16,HQ,1.6,
APT01,1,1998-02-21,HQ,1.2,
APT01,1,1998-03-06,HQ,15.6,
APT01,1,1998-03-07,HQ,5.1,
APT01,1,1998-03-11,HQ,1,
APT01,1,1998-03-16,HQ,3.2,
APT01,1,1998-03-17,HQ,13.4,
APT01,1,1998-03-19,HQ,0.5,
APT01,1,1998-03-27,HQ,9.1,
APT01,1,1998-03-30,HQ,13.4,
APT01,1,1998-03-31,HQ,6.9,
APT01,1,1998-04-02,HQ,1.3,
APT01,1,1998-04-03,HQ,14.7,
APT01,1,1998-04-07,HQ,1.6,
APT01,1,1998-04-08,HQ,1.6,
APT01,1,1998-04-19,HQ,0.2,
APT01,1,1998-04-27,HQ,10,
APT01,1,1998-04-28,HQ,8.5,
APT01,1,1998-04-29,HQ,8.4,
APT01,1,1998-04-30,HQ,1.3,
APT01,1,1998-05-05,HQ,4.2,
APT01,1,1998-05-07,HQ,0.2,
APT01,1,1998-05-08,HQ,0,
APT01,1,1998-05-11,HQ,0.3,
APT01,1,1998-05-12,HQ,0,
APT01,1,1998-05-15,HQ,5.3,
APT01,1,1998-05-22,HQ,0.5,
APT01,1,1998-05-23,HQ,0.8,
APT01,1,1998-05-29,HQ,4,
APT01,1,1998-06-07,HQ,0,
APT01,1,1998-06-08,HQ,36.3,
APT01,1,1998-06-10,HQ,1.7,
APT01,1,1998-06-11,HQ,2.2,
APT01,1,1998-06-21,HQ,11.7,
APT01,1,1998-06-22,HQ,45.6,
APT01,1,1998-06-23,HQ,17.3,
APT01,1,1998-06-24,HQ,5,
APT01,1,1998-06-25,HQ,1,
APT01,1,1998-06-28,HQ,6,
APT01,1,1998-06-29,HQ,0.8,
APT01,1,1998-06-30,HQ,3.8,
APT01,1,1998-07-02,HQ,1.6,
APT01,1,1998-07-07,HQ,7.9,
APT01,1,1998-07-09,HQ,4,
APT01,1,1998-07-10,HQ,12.9,
APT01,1,1998-07-11,HQ,3.2,
APT01,1,1998-07-22,HQ,16.3,
APT01,1,1998-07-23,HQ,57,
APT01,1,1998-07-24,HQ,2,
APT01,1,1998-07-25,HQ,8.5,
APT01,1,1998-07-26,HQ,52.2,
APT01,1,1998-07-28,HQ,0.2,
APT01,1,1998-07-29,HQ,9.7,
APT01,1,1998-07-30,HQ,57.4,
APT01,1,1998-08-02,HQ,16,
APT01,1,1998-08-03,HQ,19,
APT01,1,1998-08-06,HQ,0,
APT01,1,1998-08-07,HQ,5.8,
APT01,1,1998-08-10,HQ,0.5,
APT01,1,1998-08-26,HQ,22.4,
APT01,1,1998-08-27,HQ,3.4,
APT01,1,1998-09-15,HQ,7,
APT01,1,1998-09-16,HQ,0.3,
APT01,1,1998-09-20,HQ,21,
APT01,1,1998-09-21,HQ,24.2,
APT01,1,1998-09-22,HQ,0,
APT01,1,1998-09-24,HQ,0,
APT01,1,1998-09-28,HQ,0,
APT01,1,1998-09-29,HQ,17.2,
APT01,1,1998-09-30,HQ,20.1,
APT01,1,1998-10-01,HQ,18.7,
APT01,1,1998-10-02,HQ,8.5,
APT01,1,1998-10-03,HQ,0.3,
APT01,1,1998-10-04,HQ,30.8,
APT01,1,1998-10-15,HQ,1.8,
APT01,1,1998-10-16,HQ,4,
APT01,1,1998-10-17,HQ,61.4,
APT01,1,1998-10-28,HQ,0.5,
APT01,1,1998-10-31,HQ,31.2,
APT01,1,1998-11-01,HQ,60,
APT01,1,1998-11-02,HQ,13.5,
APT01,1,1998-11-03,HQ,2,
APT01,1,1998-11-04,HQ,1.5,
APT01,1,1998-11-07,HQ,14.7,
APT01,1,1998-11-08,HQ,1,
APT01,1,1998-11-09,HQ,3.6,
APT01,1,1998-11-29,HQ,1.2,
APT01,1,1998-11-30,HQ,0.8,
APT01,1,1998-12-06,HQ,19.6,
APT01,1,1998-12-07,HQ,0.4,
APT01,1,1999-01-01,HQ,0.2,
APT01,1,1999-01-02,HQ,0.2,
APT01,1,1999-01-30,HQ,13.8,
APT01,1,1999-02-06,HQ,9.5,
APT01,1,1999-02-07,HQ,1.5,
APT01,1,1999-02-11,HQ,1.1,
APT01,1,1999-02-19,HQ,0.1,
APT01,1,1999-02-22,HQ,1.4,
APT01,1,1999-03-08,HQ,20.7,
APT01,1,1999-03-09,HQ,0,
APT01,1,1999-03-13,HQ,0.2,
APT01,1,1999-03-18,HQ,0,
APT01,1,1999-03-22,HQ,0.2,
APT01,1,1999-04-03,HQ,7.3,
APT01,1,1999-04-04,HQ,0,
APT01,1,1999-04-05,HQ,38,
APT01,1,1999-04-06,HQ,0,
APT01,1,1999-04-13,HQ,46.4,
APT01,1,1999-04-14,HQ,49.5,
APT01,1,1999-04-15,HQ,8.8,
APT01,1,1999-04-22,HQ,18.2,
APT01,1,1999-04-24,HQ,0,
APT01,1,1999-04-25,HQ,19,
APT01,1,1999-04-26,HQ,24.3,
APT01,1,1999-04-27,HQ,22.3,
APT01,1,1999-05-02,HQ,0.2,
APT01,1,1999-05-03,HQ,0,
APT01,1,1999-05-04,HQ,11.8,
APT01,1,1999-05-10,HQ,0.2,
APT01,1,1999-05-11,HQ,14.6,
APT01,1,1999-05-12,HQ,0,
APT01,1,1999-05-13,HQ,0,
APT01,1,1999-05-14,HQ,0.8,
APT01,1,1999-05-15,HQ,10.8,
APT01,1,1999-05-16,HQ,8.1,
APT01,1,1999-05-17,HQ,4.7,
APT01,1,1999-05-20,HQ,30,
APT01,1,1999-05-22,HQ,17.9,
APT01,1,1999-05-23,HQ,9.8,
APT01,1,1999-05-30,HQ,20,
APT01,1,1999-05-31,HQ,5.8,
APT01,1,1999-06-01,HQ,5.2,
APT01,1,1999-06-03,HQ,2.3,
APT01,1,1999-06-09,HQ,0.5,
APT01,1,1999-06-11,HQ,10.2,
APT01,1,1999-06-12,HQ,0.4,
APT01,1,1999-06-13,HQ,51.4,
APT01,1,1999-06-15,HQ,2.6,
APT01,1,1999-06-16,HQ,9.9,
APT01,1,1999-06-18,HQ,14.8,
APT01,1,1999-06-19,HQ,2.4,
APT01,1,1999-06-22,HQ,2.4,
APT01,1,1999-06-23,HQ,0.8,
APT01,1,1999-06-27,HQ,20.9,
APT01,1,1999-06-28,HQ,37.8,
APT01,1,1999-06-30,HQ,1.3,
APT01,1,1999-07-01,HQ,2,
APT01,1,1999-07-02,HQ,0.2,
APT01,1,1999-07-09,HQ,13.6,
APT01,1,1999-07-16,HQ,4,
APT01,1,1999-07-17,HQ,3.9,
APT01,1,1999-07-30,HQ,1,
APT01,1,1999-07-31,HQ,6,
APT01,1,1999-08-01,HQ,21.3,
APT01,1,1999-08-02,HQ,43.3,
APT01,1,1999-08-03,HQ,29,
APT01,1,1999-08-11,HQ,6.6,
APT01,1,1999-08-22,HQ,2.2,
APT01,1,1999-08-31,HQ,2.6,
APT01,1,1999-09-04,HQ,18,
APT01,1,1999-09-07,HQ,3,
APT01,1,1999-09-12,HQ,0.8,
APT01,1,1999-09-14,HQ,0.7,
APT01,1,1999-09-19,HQ,1.2,
APT01,1,1999-09-20,HQ,0.5,
APT01,1,1999-09-26,HQ,41.8,
APT01,1,1999-09-27,HQ,12.3,
APT01,1,1999-09-28,HQ,5.7,
APT01,1,1999-10-02,HQ,1,
APT01,1,1999-10-09,HQ,0.8,
APT01,1,1999-11-22,HQ,49.6,
APT01,1,1999-11-23,HQ,0.1,
APT01,1,1999-12-02,HQ,13.3,
APT01,1,1999-12-04,HQ,8.7,
APT01,1,1999-12-05,HQ,6.8,
APT01,1,1999-12-14,HQ,1,
APT01,1,1999-12-17,HQ,2,
APT01,1,1999-12-19,HQ,3.8,
APT01,1,2000-01-03,HQ,6,
APT01,1,2000-01-23,HQ,0.2,
APT01,1,2000-01-27,HQ,0.3,
APT01,1,2000-01-28,HQ,1.8,
APT01,1,2000-02-11,HQ,0.2,
APT01,1,2000-02-13,HQ,0.2,
APT01,1,2000-02-17,HQ,11.5,
APT01,1,2000-02-18,HQ,0.2,
APT01,1,2000-02-22,HQ,9.8,
APT01,1,2000-02-23,HQ,5,
APT01,1,2000-02-25,HQ,.,
APT01,1,2000-03-02,HQ,11.5,
APT01,1,2000-03-03,HQ,10.7,
APT01,1,2000-03-07,HQ,5,
APT01,1,2000-03-14,HQ,2,
APT01,1,2000-03-15,HQ,4.8,
APT01,1,2000-03-17,HQ,0.2,
APT01,1,2000-03-18,HQ,8.8,
APT01,1,2000-03-19,HQ,1.6,
APT01,1,2000-03-21,HQ,0.7,
APT01,1,2000-03-22,HQ,0.3,
APT01,1,2000-03-23,HQ,10.2,
APT01,1,2000-03-28,HQ,0.4,
APT01,1,2000-03-30,HQ,7.6,
APT01,1,2000-04-01,HQ,1.2,
APT01,1,2000-04-02,HQ,0.3,
APT01,1,2000-04-14,HQ,0.2,
APT01,1,2000-04-15,HQ,23.7,
APT01,1,2000-04-20,HQ,1.4,
APT01,1,2000-04-23,HQ,10.9,
APT01,1,2000-04-25,HQ,0.9,
APT01,1,2000-04-26,HQ,0,
APT01,1,2000-04-30,HQ,11.5,
APT01,1,2000-05-01,HQ,1.3,
APT01,1,2000-05-02,HQ,0.2,
APT01,1,2000-05-08,HQ,0.3,
APT01,1,2000-05-09,HQ,2.4,
APT01,1,2000-05-17,HQ,0.3,
APT01,1,2000-05-20,HQ,1,
APT01,1,2000-05-24,HQ,4,
APT01,1,2000-05-26,HQ,28,
APT01,1,2000-05-27,HQ,2.2,
APT01,1,2000-06-01,HQ,47.2,
APT01,1,2000-06-02,HQ,0.8,
APT01,1,2000-06-11,HQ,2,
APT01,1,2000-06-13,HQ,25.5,
APT01,1,2000-06-14,HQ,0.5,
APT01,1,2000-06-16,HQ,0.3,
APT01,1,2000-06-20,HQ,58.7,
APT01,1,2000-06-23,HQ,0.8,
APT01,1,2000-06-24,HQ,19.8,
APT01,1,2000-06-25,HQ,18.6,
APT01,1,2000-06-26,HQ,1.2,
APT01,1,2000-06-27,HQ,2.2,
APT01,1,2000-06-29,HQ,2.6,
APT01,1,2000-06-30,HQ,0.2,
APT01,1,2000-07-03,HQ,0.2,
APT01,1,2000-07-04,HQ,38.4,
APT01,1,2000-07-16,HQ,7.2,
APT01,1,2000-07-18,HQ,1.7,
APT01,1,2000-07-19,HQ,0.2,N4U: collector
APT01,1,2000-07-25,HQ,0.8,destroyed by
APT01,1,2000-07-27,HQ,4.4,tractor
APT01,1,2000-07-28,HQ,12.3,
APT01,1,2000-08-06,HQ,0.2,
APT01,1,2000-08-07,HQ,11.3,
APT01,1,2000-08-13,HQ,3.2,
APT01,1,2000-08-14,HQ,3,
APT01,1,2000-08-19,HQ,3.5,
APT01,1,2000-08-20,HQ,1.8,
APT01,1,2000-08-25,HQ,2.2,
APT01,1,2000-08-26,HQ,2,
APT01,1,2000-09-03,HQ,1.8,
APT01,1,2000-09-05,HQ,17.1,
APT01,1,2000-09-10,HQ,0.2,
APT01,1,2000-09-19,HQ,0.2,
APT01,1,2000-09-20,HQ,2.8,
APT01,1,2000-09-23,HQ,7.2,
APT01,1,2000-09-24,HQ,9.3,
APT01,1,2000-09-25,HQ,0.5,
APT01,1,2000-10-04,HQ,4.4,
APT01,1,2000-10-05,HQ,13.5,
APT01,1,2000-10-13,HQ,0.4,
APT01,1,2000-10-22,HQ,10.1,
APT01,1,2000-10-25,HQ,17.1,
APT01,1,2000-10-28,HQ,7.9,
APT01,1,2000-10-29,HQ,4.8,
APT01,1,2000-11-01,HQ,23.7,
APT01,1,2000-11-05,HQ,2.3,
APT01,1,2000-11-06,HQ,16.5,
APT01,1,2000-11-11,HQ,1.3,
APT01,1,2000-11-12,HQ,0.2,
APT01,1,2000-12-02,HQ,0.2,
APT01,1,2000-12-05,HQ,0.4,
APT01,1,2000-12-10,HQ,0.6,
APT01,1,2000-12-11,HQ,0.7,
APT01,1,2000-12-12,HQ,0.7,
APT01,1,2000-12-13,HQ,7.2,
APT01,1,2000-12-16,HQ,0.4,
APT01,1,2000-12-18,HQ,0.6,
APT01,1,2000-12-20,HQ,0.2,
APT01,1,2000-12-25,HQ,0.1,
APT01,1,2000-12-26,HQ,1,
APT01,1,2001-01-13,HQ,1.7,
APT01,1,2001-01-25,HQ,3,
APT01,1,2001-01-28,HQ,10,
APT01,1,2001-01-29,HQ,8.3,
APT01,1,2001-01-30,HQ,0.7,
APT01,1,2001-02-08,HQ,20,
APT01,1,2001-02-09,HQ,15,
APT01,1,2001-02-13,HQ,1,
APT01,1,2001-02-14,HQ,1.7,
APT01,1,2001-02-23,HQ,13.6,
APT01,1,2001-02-24,HQ,35.4,
APT01,1,2001-02-27,HQ,5.8,
APT01,1,2001-03-01,HQ,0.4,
APT01,1,2001-03-10,HQ,1.5,
APT01,1,2001-03-11,HQ,23.8,
APT01,1,2001-03-15,HQ,13.2,
APT01,1,2001-03-23,HQ,0.2,
APT01,1,2001-03-28,HQ,0.2,
APT01,1,2001-03-31,HQ,2.7,
APT01,1,2001-04-03,HQ,2.5,
APT01,1,2001-04-06,HQ,0.3,
APT01,1,2001-04-10,HQ,7.6,
APT01,1,2001-04-11,HQ,18.4,
APT01,1,2001-04-14,HQ,17.6,
APT01,1,2001-04-20,HQ,15.8,
APT01,1,2001-04-21,HQ,18.4,
APT01,1,2001-04-22,HQ,1,
APT01,1,2001-05-02,HQ,0,
APT01,1,2001-05-03,HQ,23.3,
APT01,1,2001-05-04,HQ,21.9,
APT01,1,2001-05-05,HQ,19.5,
APT01,1,2001-05-06,HQ,7.7,
APT01,1,2001-05-08,HQ,0.3,
APT01,1,2001-05-10,HQ,22.7,
APT01,1,2001-05-11,HQ,0.5,
APT01,1,2001-05-17,HQ,24.8,
APT01,1,2001-05-20,HQ,8.8,
APT01,1,2001-05-21,HQ,0.6,
APT01,1,2001-05-22,HQ,0.2,
APT01,1,2001-05-24,HQ,0.2,
APT01,1,2001-05-27,HQ,0.2,
APT01,1,2001-05-29,HQ,8.5,
APT01,1,2001-05-30,HQ,23,
APT01,1,2001-05-31,HQ,2.2,
APT01,1,2001-06-03,HQ,24.2,
APT01,1,2001-06-04,HQ,11,
APT01,1,2001-06-05,HQ,4.8,
APT01,1,2001-06-06,HQ,2.5,
APT01,1,2001-06-08,HQ,.,
APT01,1,2001-06-14,HQ,8,
APT01,1,2001-06-16,HQ,15.2,
APT01,1,2001-06-19,HQ,44.4,
APT01,1,2001-06-20,HQ,62.7,
APT01,1,2001-06-21,HQ,0.2,
APT01,1,2001-07-05,HQ,0.5,
APT01,1,2001-07-16,HQ,7.1,
APT01,1,2001-07-24,HQ,1,
APT01,1,2001-07-25,HQ,0.4,
APT01,1,2001-07-26,HQ,43.9,
APT01,1,2001-07-27,HQ,16.5,
APT01,1,2001-07-28,HQ,23.8,
APT01,1,2001-08-10,HQ,6.9,
APT01,1,2001-08-15,HQ,0.9,
APT01,1,2001-08-16,HQ,2.2,
APT01,1,2001-08-17,HQ,1.4,
APT01,1,2001-08-22,HQ,5.2,
APT01,1,2001-08-23,HQ,79.5,
APT01,1,2001-08-24,HQ,17.6,
APT01,1,2001-08-25,HQ,2.5,
APT01,1,2001-09-05,HQ,0.2,
APT01,1,2001-09-06,HQ,0.5,
APT01,1,2001-09-07,HQ,2.2,
APT01,1,2001-09-08,HQ,0.5,
APT01,1,2001-09-15,HQ,2,
APT01,1,2001-09-16,HQ,0.8,
APT01,1,2001-09-17,HQ,49.7,
APT01,1,2001-09-18,HQ,15.7,
APT01,1,2001-09-22,HQ,3.6,
APT01,1,2001-09-23,HQ,6.2,
APT01,1,2001-10-04,HQ,20.2,
APT01,1,2001-10-05,HQ,11,
APT01,1,2001-10-09,HQ,0.8,
APT01,1,2001-10-10,HQ,1,
APT01,1,2001-10-15,HQ,17.3,
APT01,1,2001-11-12,HQ,5.3,
APT01,1,2001-11-18,HQ,1.5,
APT01,1,2001-11-23,HQ,2.8,
APT01,1,2001-11-24,HQ,5.6,
APT01,1,2001-12-05,HQ,0.2,
APT01,1,2001-12-11,HQ,2,
APT01,1,2001-12-12,HQ,1.8,
APT01,1,2002-01-18,HQ,4,
APT01,1,2002-01-19,HQ,0.4,
APT01,1,2002-01-30,HQ,15.5,
APT01,1,2002-01-31,HQ,5,
APT01,1,2002-02-01,HQ,0.7,
APT01,1,2002-02-09,HQ,5.4,
APT01,1,2002-02-19,HQ,12.6,
APT01,1,2002-02-25,HQ,0.2,
APT01,1,2002-03-01,HQ,1,
APT01,1,2002-03-02,HQ,0.2,
APT01,1,2002-03-08,HQ,6.6,
APT01,1,2002-03-18,HQ,0.5,
APT01,1,2002-03-19,HQ,2.9,
APT01,1,2002-03-24,HQ,1.3,
APT01,1,2002-04-07,HQ,0.2,
APT01,1,2002-04-08,HQ,21.3,
APT01,1,2002-04-11,HQ,16.9,
APT01,1,2002-04-16,HQ,0.3,
APT01,1,2002-04-18,HQ,1.2,
APT01,1,2002-04-19,HQ,12.2,
APT01,1,2002-04-20,HQ,14.1,
APT01,1,2002-04-21,HQ,4.5,
APT01,1,2002-04-22,HQ,1.7,
APT01,1,2002-04-26,HQ,7.1,
APT01,1,2002-04-27,HQ,7.7,
APT01,1,2002-05-05,HQ,42,
APT01,1,2002-05-06,HQ,22.1,
APT01,1,2002-05-07,HQ,4.2,
APT01,1,2002-05-08,HQ,0.6,
APT01,1,2002-05-10,HQ,7.8,
APT01,1,2002-05-11,HQ,22.3,
APT01,1,2002-05-12,HQ,4.4,
APT01,1,2002-05-16,HQ,2.4,
APT01,1,2002-05-17,HQ,5,
APT01,1,2002-05-19,HQ,0.8,
APT01,1,2002-05-24,HQ,11.3,
APT01,1,2002-05-27,HQ,20.9,
APT01,1,2002-06-04,HQ,4.4,
APT01,1,2002-06-11,HQ,9.7,
APT01,1,2002-06-12,HQ,0.2,
APT01,1,2002-06-13,HQ,5.9,
APT01,1,2002-06-15,HQ,3,
APT01,1,2002-06-26,HQ,3.6,
APT01,1,2002-07-10,HQ,1.6,
APT01,1,2002-07-19,HQ,1.1,
APT01,1,2002-07-27,HQ,1.9,
APT01,1,2002-07-28,HQ,122.9,
APT01,1,2002-08-10,HQ,1,
APT01,1,2002-08-11,HQ,1,
APT01,1,2002-08-12,HQ,20.9,
APT01,1,2002-08-13,HQ,31.7,
APT01,1,2002-08-16,HQ,0.2,
APT01,1,2002-08-17,HQ,14.5,
APT01,1,2002-08-19,HQ,4.8,
APT01,1,2002-08-21,HQ,7.3,
APT01,1,2002-08-24,HQ,1.7,
APT01,1,2002-08-26,HQ,0.4,
APT01,1,2002-09-12,HQ,0.5,
APT01,1,2002-09-13,HQ,8.1,
APT01,1,2002-09-14,HQ,14.3,
APT01,1,2002-09-18,HQ,1.8,
APT01,1,2002-09-19,HQ,14.8,
APT01,1,2002-10-02,HQ,55.8,
APT01,1,2002-10-03,HQ,7.8,
APT01,1,2002-10-04,HQ,5,
APT01,1,2002-10-12,HQ,1,
APT01,1,2002-10-16,HQ,7.5,
APT01,1,2002-10-22,HQ,4,
APT01,1,2002-10-23,HQ,16.8,
